,PID,FGA,FGM,EFG_PCT,FGA_PG,AST-FGM,AST-3PM,AST_EFG,AST_EFG2,UAST-FGM,UAST-3PM,UAST_EFG,PLAYER,T_FGA_FREQ,T_EFG,wtd_T_EFG,VT_FGA_FREQ,VT_EFG,wtd_VT_EFG,RA_FGM,RA_PCT_AST_FGM,RA_FGA,RA_EFG,RA_EFG2,O_FGA_FREQ,O_EFG,wtd_O_EFG,WO_FGA_FREQ,WO_EFG,wtd_WO_EFG,wtd_WO_EFG2,wtd_O_EFG2,EAZY_EFG,BIG_EFG,BIG_EFG2,BIG_EFG3,resid
13,2546,1168,472,0.47600000000000003,15.0,262,148,0.2876712328767123,-0.048643020393047354,210,21,0.18878424657534246,"Anthony, Carmelo",0.358,0.499,0.178642,0.075,0.5,0.0375,84,0.369,149,0.02653767123287671,-0.09489799468530274,0.35700000000000004,0.446,0.15922200000000003,0.209,0.619,0.12937099999999999,-0.012907636111111093,0.013761955555555566,0.15070047602739725,0.32529952397260276,0.6186866956339058,0.216142,-0.03446388865827921
14,1628384,346,163,0.5770000000000001,4.7,133,69,0.4841040462427746,0.14778979297301492,30,4,0.09248554913294797,"Anunoby, OG",0.228,0.74,0.16872,0.078,0.72,0.056159999999999995,88,0.716,131,0.18210404624277454,0.06066838032459508,0.191,0.6890000000000001,0.13159900000000002,0.503,0.49700000000000005,0.24999100000000002,0.10771236388888894,-0.013861044444444443,0.2619495231213873,0.31505047687861276,0.2746905072579455,0.22488,-0.0020899011274778667
15,2772,651,268,0.542,9.7,220,162,0.46236559139784944,0.12605133812808977,48,8,0.07987711213517665,"Ariza, Trevor",0.271,0.5,0.1355,0.063,0.425,0.026775,93,0.602,153,0.086,-0.03543566591817947,0.295,0.5539999999999999,0.16342999999999996,0.37,0.633,0.23421,0.09193136388888892,0.0179699555555555,0.23650139784946236,0.3054986021505377,0.3414830083456454,0.162275,-0.032332569362733155
16,201571,540,244,0.557,7.2,107,77,0.26944444444444443,-0.06686980882531524,137,37,0.287962962962963,"Augustin, D.J.",0.312,0.5579999999999999,0.17409599999999997,0.09699999999999999,0.396,0.038411999999999995,91,0.28600000000000003,160,0.0481962962962963,-0.07323936962188315,0.349,0.7090000000000001,0.24744100000000002,0.24100000000000002,0.613,0.147733,0.0054543638888889245,0.10198095555555556,0.17820368518518517,0.3787963148148149,0.5896738590027539,0.21250799999999997,0.051310540055134135
17,202337,215,91,0.563,4.3,76,59,0.4906976744186046,0.15438342114884496,15,1,0.07209302325581396,"Babbitt, Luke",0.11199999999999999,0.545,0.06104,0.015,0.33299999999999996,0.0049949999999999994,6,0.833,11,0.023246511627906974,-0.09818915429027249,0.28600000000000003,0.527,0.15072200000000002,0.5870000000000001,0.635,0.37274500000000005,0.23046636388888897,0.005261955555555559,0.2593527965116279,0.30364720348837204,0.271077413696983,0.066035,-0.011837911037144155
18,1628407,192,72,0.40399999999999997,3.6,43,11,0.2526041666666667,-0.08371008660309298,29,0,0.15104166666666666,"Bacon, Dwayne",0.37799999999999995,0.465,0.17576999999999998,0.064,0.41700000000000004,0.026688000000000003,23,0.478,38,0.05726041666666667,-0.0641752492515128,0.335,0.397,0.132995,0.223,0.345,0.07693499999999999,-0.06534363611111109,-0.012465044444444462,0.12994864583333332,0.27405135416666665,0.6296940164101612,0.20245799999999997,-0.03853704926784429
19,1628366,564,203,0.44,10.8,103,67,0.24202127659574468,-0.09429297667401498,100,23,0.1976950354609929,"Ball, Lonzo",0.247,0.429,0.105963,0.084,0.326,0.027384000000000002,80,0.35,167,0.04964539007092199,-0.07179027584725747,0.363,0.5,0.1815,0.306,0.513,0.156978,0.014699363888888928,0.03603995555555553,0.15753616666666667,0.28246383333333336,0.5553439330768281,0.133347,-0.059919312751517184
20,200826,690,303,0.522,10.0,101,72,0.19855072463768117,-0.1377635286320785,202,43,0.3239130434782609,"Barea, J.J.",0.29100000000000004,0.5489999999999999,0.159759,0.059000000000000004,0.48700000000000004,0.028733000000000005,87,0.24100000000000002,139,0.030386956521739134,-0.09104870939644033,0.369,0.514,0.189666,0.281,0.58,0.16298,0.020701363888888935,0.04420595555555554,0.1453959202898551,0.3766040797101449,0.6859049185840745,0.18849200000000002,0.037531460586443244
21,203084,1208,537,0.494,15.7,252,99,0.2495860927152318,-0.08672816055452787,285,20,0.24420529801324503,"Barnes, Harrison",0.344,0.528,0.181632,0.105,0.49200000000000005,0.051660000000000005,177,0.429,293,0.06285844370860927,-0.05857722220957019,0.317,0.473,0.149941,0.23399999999999999,0.565,0.13220999999999997,-0.010068636111111112,0.004480955555555527,0.14864888410596025,0.3453511158940398,0.6448930633196536,0.233292,-0.01730900782784739
22,203115,1028,465,0.528,12.7,235,114,0.2840466926070039,-0.052267560662755785,230,42,0.2441634241245136,"Barton, Will",0.37200000000000005,0.593,0.22059600000000001,0.105,0.44,0.0462,229,0.445,357,0.09912937743190661,-0.02230628848627285,0.324,0.493,0.159732,0.198,0.6990000000000001,0.13840200000000003,-0.0038766361111110537,0.014271955555555549,0.17032751750972763,0.3576724824902724,0.5921785297045843,0.26679600000000003,0.007426834872693355
23,201587,650,270,0.486,10.2,147,78,0.28615384615384615,-0.05016040711591352,123,14,0.2,"Batum, Nicolas",0.425,0.491,0.208675,0.071,0.544,0.038624,51,0.431,74,0.03381692307692307,-0.0876187428412564,0.305,0.451,0.137555,0.2,0.555,0.11100000000000002,-0.03127863611111106,-0.007905044444444453,0.1421314423076923,0.3438685576923077,0.6629628305127253,0.247299,0.0039683068283187795
24,201573,262,109,0.519,6.7,92,52,0.45038167938931295,0.11406742611955328,17,2,0.06870229007633588,"Bayless, Jerryd",0.31,0.473,0.14662999999999998,0.033,0.938,0.030954,36,0.75,51,0.10305343511450382,-0.01838223080367564,0.314,0.546,0.171444,0.34299999999999997,0.602,0.20648599999999998,0.0642073638888889,0.02598395555555555,0.2328412786259542,0.28615872137404585,0.33312348523967794,0.177584,-0.039257974034916876
25,203382,446,210,0.474,5.5,157,3,0.35538116591928254,0.01906691264952287,53,0,0.11883408071748879,"Baynes, Aron",0.348,0.586,0.20392799999999997,0.214,0.43,0.09201999999999999,104,0.5870000000000001,190,0.13687892376681615,0.01544325784863669,0.179,0.5,0.0895,0.259,0.486,0.125874,-0.016404636111111065,-0.05596004444444447,0.1769085224215247,0.2970914775784753,0.5118545100573959,0.295948,-0.02335942738876412
26,203145,676,284,0.5,10.4,173,90,0.3224852071005917,-0.013829046169167969,111,18,0.17751479289940827,"Bazemore, Kent",0.285,0.494,0.14079,0.098,0.371,0.036358,102,0.451,182,0.06805029585798816,-0.0533853700601913,0.28,0.475,0.133,0.337,0.638,0.21500600000000003,0.07272736388888895,-0.012460044444444457,0.18463537573964497,0.31536462426035505,0.5069470967849147,0.177148,-0.025363258343921058
27,203078,1484,683,0.527,18.1,328,156,0.27358490566037735,-0.06272934760938231,355,43,0.25370619946091644,"Beal, Bradley",0.33799999999999997,0.516,0.17440799999999998,0.08800000000000001,0.54,0.04752000000000001,229,0.371,348,0.05725,-0.06418566591817945,0.32899999999999996,0.509,0.16746099999999997,0.245,0.657,0.160965,0.01868636388888892,0.022000955555555507,0.16481522641509433,0.3621847735849057,0.6132276940831174,0.221928,-0.010406931020428
28,201563,807,409,0.528,10.9,206,31,0.27447335811648077,-0.061840895153278896,203,3,0.2534076827757125,"Beasley, Michael",0.517,0.565,0.292105,0.21,0.529,0.11109000000000001,198,0.551,306,0.13518959107806694,0.013753925159887478,0.191,0.489,0.093399,0.083,0.754,0.062582,-0.07969663611111108,-0.05206104444444447,0.14141098729863694,0.3865890127013631,0.7078446505489471,0.403195,0.04379205074636894
29,201158,764,337,0.539,9.6,281,130,0.45287958115183247,0.1165653278820728,56,19,0.08573298429319372,"Belinelli, Marco",0.364,0.513,0.186732,0.063,0.348,0.021924,71,0.845,110,0.07852748691099476,-0.0429081790071847,0.374,0.611,0.228514,0.19899999999999998,0.61,0.12138999999999998,-0.020888636111111095,0.08305395555555553,0.2203277670157068,0.31867223298429326,0.4031775316806675,0.208656,-0.01874512265883399
30,1628395,185,116,0.627,3.2,85,0,0.4594594594594595,0.12314520618969982,31,0,0.16756756756756758,"Bell, Jordan",0.556,0.691,0.384196,0.14800000000000002,0.56,0.08288000000000002,93,0.742,133,0.3730054054054054,0.25156973948722594,0.172,0.7240000000000001,0.124528,0.124,0.762,0.094488,-0.047790636111111076,-0.020932044444444464,0.2628702162162162,0.3641297837837838,0.32100773487862977,0.467076,0.05319664382984729
31,1627761,128,53,0.457,4.9,28,11,0.26171875,-0.07459550326975967,25,0,0.1953125,"Bembry, DeAndre'",0.41,0.479,0.19638999999999998,0.214,0.28,0.05992000000000001,33,0.424,66,0.10931249999999999,-0.012123165918179468,0.205,0.6459999999999999,0.13242999999999996,0.171,0.65,0.11115000000000001,-0.031128636111111066,-0.0130300444444445,0.15365281249999999,0.3033471875,0.5878773497434948,0.25631,-0.01462082224637784
32,1627733,484,187,0.508,5.9,152,117,0.43491735537190085,0.09860310210214118,35,1,0.07334710743801653,"Bender, Dragan",0.18,0.494,0.08892,0.087,0.5,0.0435,56,0.536,96,0.06201652892561984,-0.05941913699255962,0.228,0.638,0.145464,0.504,0.509,0.256536,0.11425736388888891,3.955555555545942e-06,0.22473347107438016,0.2832665289256199,0.354554715445974,0.13241999999999998,-0.03883963952219399
33,202722,366,161,0.568,4.8,150,94,0.5382513661202186,0.20193711285045896,11,0,0.030054644808743168,"Bertans, Davis",0.214,0.669,0.14316600000000002,0.042,0.667,0.028014000000000004,43,0.8370000000000001,55,0.0983360655737705,-0.023099600344408958,0.353,0.5,0.1765,0.392,0.589,0.230888,0.08860936388888893,0.031039955555555526,0.2609938579234973,0.3070061420765027,0.26951316804950554,0.17118000000000003,-0.010548051799731561
34,202687,352,183,0.52,4.3,147,0,0.41761363636363635,0.08129938309387669,36,0,0.10227272727272728,"Biyombo, Bismack",0.516,0.616,0.317856,0.221,0.632,0.139672,139,0.77,211,0.3040625,0.18262683408182057,0.188,0.552,0.10377600000000001,0.075,0.391,0.029325,-0.11295363611111107,-0.04168404444444446,0.2136942840909091,0.30630571590909095,0.4107114633798583,0.45752800000000005,-0.00917939861642525
35,202357,371,171,0.563,5.5,128,71,0.44070080862533695,0.10438655535557728,43,5,0.12264150943396226,"Bjelica, Nemanja",0.282,0.5920000000000001,0.166944,0.121,0.452,0.054692,70,0.643,111,0.12132075471698113,-0.00011491120119833109,0.187,0.462,0.086394,0.409,0.711,0.290799,0.1485203638888889,-0.059066044444444465,0.23480364083557953,0.3281963591644204,0.36927403640117656,0.221636,0.007745454197180979
36,202339,989,468,0.536,13.4,189,93,0.23811931243680484,-0.09819494083295482,279,32,0.2982810920121335,"Bledsoe, Eric",0.327,0.5529999999999999,0.180831,0.052000000000000005,0.429,0.022308,217,0.313,322,0.06867644084934278,-0.05275922506883668,0.335,0.514,0.17219,0.28600000000000003,0.65,0.18590000000000004,0.04362136388888896,0.026729955555555546,0.1662214383215369,0.3697785616784631,0.616602846457347,0.203139,0.016636202969878888
37,203992,772,344,0.529,9.9,175,98,0.29015544041450775,-0.04615881285525192,169,31,0.23898963730569947,"Bogdanovic, Bogdan",0.313,0.5,0.1565,0.075,0.573,0.04297499999999999,79,0.44299999999999995,135,0.045332901554404136,-0.07610276436377533,0.397,0.5329999999999999,0.21160099999999998,0.21600000000000003,0.67,0.14472000000000002,0.0024413638888889366,0.06614095555555552,0.17295233549222794,0.3560476645077721,0.5826792577745828,0.19947499999999999,0.017388861254214016
38,202711,852,404,0.565,10.7,278,146,0.4119718309859155,0.07565757771615583,126,9,0.15316901408450703,"Bogdanovic, Bojan",0.298,0.573,0.170754,0.10400000000000001,0.695,0.07228,150,0.56,244,0.09859154929577467,-0.022844116622404792,0.29600000000000004,0.5770000000000001,0.17079200000000005,0.302,0.637,0.192374,0.05009536388888891,0.02533195555555559,0.21843234507042253,0.3465676549295774,0.4367592194618044,0.24303399999999997,0.004598324714870483
39,1626164,1054,455,0.501,19.5,194,90,0.22675521821631878,-0.10955903505344089,261,57,0.27466793168880455,"Booker, Devin",0.43799999999999994,0.52,0.22776,0.096,0.447,0.042912,126,0.33299999999999996,213,0.039808349146110054,-0.08162731677206941,0.322,0.541,0.17420200000000002,0.14400000000000002,0.608,0.087552,-0.054726636111111074,0.02874195555555556,0.1320793918406072,0.36892060815939276,0.7181710323810657,0.27067199999999997,-0.00946451862795139
40,202344,343,177,0.528,5.0,109,8,0.3294460641399417,-0.006868189129817959,68,0,0.19825072886297376,"Booker, Trevor",0.54,0.5920000000000001,0.3196800000000001,0.16899999999999998,0.585,0.09886499999999998,107,0.654,168,0.2040174927113703,0.08258182679319083,0.17300000000000001,0.62,0.10726000000000001,0.11800000000000001,0.419,0.049442,-0.09283663611111108,-0.038200044444444456,0.172541389212828,0.355458610787172,0.5833230428921826,0.41854500000000006,0.03707678517065055
41,202340,625,259,0.474,13.6,195,69,0.3672,0.03088574673024036,64,6,0.1072,"Bradley, Avery",0.33899999999999997,0.552,0.187128,0.09300000000000001,0.415,0.038595000000000004,95,0.6629999999999999,163,0.10077599999999999,-0.02065966591817947,0.314,0.405,0.12717,0.254,0.652,0.165608,0.023329363888888927,-0.01829004444444446,0.19018849999999998,0.2838115,0.4587345997434946,0.225723,-0.07015849044887146
42,201147,316,142,0.498,4.4,98,31,0.35917721518987344,0.022862961920113778,44,0,0.13924050632911392,"Brewer, Corey",0.32,0.522,0.16704000000000002,0.127,0.568,0.07213599999999999,101,0.594,173,0.18985443037974684,0.06841876446156737,0.313,0.61,0.19093,0.24100000000000002,0.46399999999999997,0.111824,-0.030454636111111072,0.045469955555555525,0.21294641139240508,0.2850535886075949,0.39170295417387435,0.239176,-0.030845341788064917
43,1627763,503,244,0.547,10.5,117,45,0.2773359840954274,-0.05897826917433224,127,17,0.26938369781312127,"Brogdon, Malcolm",0.354,0.597,0.21133799999999997,0.122,0.5820000000000001,0.07100400000000001,128,0.47700000000000004,207,0.12138369781312128,-5.196810505818383e-05,0.179,0.537,0.096123,0.345,0.622,0.21458999999999998,0.0723113638888889,-0.049337044444444464,0.17735817047713717,0.36964182952286284,0.5830559178349459,0.282342,0.028500131048443123
44,1628415,772,340,0.501,9.4,216,85,0.33484455958549225,-0.0014696936842674146,124,9,0.16645077720207255,"Brooks, Dillon",0.35700000000000004,0.535,0.19099500000000003,0.084,0.5670000000000001,0.04762800000000001,148,0.595,236,0.11406735751295337,-0.007368308405226093,0.355,0.518,0.18389,0.205,0.551,0.112955,-0.02932363611111108,0.038429955555555534,0.1864392292746114,0.31456077072538857,0.5007316826450491,0.23862300000000003,-0.02202895317745146
45,1627759,803,373,0.54,11.5,252,117,0.3866749688667497,0.05036071559699001,121,4,0.15317559153175592,"Brown, Jaylen",0.316,0.598,0.188968,0.156,0.46799999999999997,0.07300799999999999,189,0.5770000000000001,329,0.13580697384806975,0.01437130792989029,0.285,0.542,0.15447,0.243,0.653,0.15867900000000001,0.016400363888888936,0.009009955555555532,0.20890773567870485,0.3310922643212952,0.4498576570286753,0.261976,-0.01418759285456056
46,1628425,205,82,0.478,3.8,59,30,0.36097560975609755,0.024661356486337882,23,2,0.11707317073170732,"Brown, Sterling",0.315,0.586,0.18459,0.098,0.389,0.038122,32,0.6559999999999999,65,0.10239999999999999,-0.01903566591817947,0.27699999999999997,0.42200000000000004,0.116894,0.31,0.596,0.18475999999999998,0.0424813638888889,-0.028566044444444466,0.1912574024390244,0.2867425975609756,0.4584589899873971,0.22271200000000002,-0.02667343761382257
47,203493,546,267,0.603,8.8,237,121,0.5448717948717948,0.20855754160203516,30,4,0.05860805860805861,"Bullock, Reggie",0.28800000000000003,0.551,0.15868800000000002,0.076,0.48700000000000004,0.037012,85,0.812,124,0.12641025641025644,0.004974590492076977,0.284,0.6609999999999999,0.18772399999999997,0.35200000000000004,0.71,0.24992,0.10764136388888892,0.04226395555555551,0.2772315128205128,0.3257684871794872,0.23956254846144343,0.19570000000000004,-0.008338341502491242
48,203504,384,193,0.552,10.7,65,30,0.20833333333333334,-0.12798091993642632,128,8,0.34375,"Burke, Trey",0.35,0.5379999999999999,0.18829999999999997,0.059000000000000004,0.682,0.040238,46,0.28300000000000003,64,0.033901041666666666,-0.08753462425151279,0.385,0.524,0.20174,0.20600000000000002,0.662,0.13637200000000002,-0.005906636111111058,0.05627995555555554,0.14508659375000002,0.40691340625000005,0.7171422247434948,0.22853799999999996,0.06494407603529312
49,202692,414,170,0.467,6.5,84,31,0.24033816425120774,-0.09597608901855192,86,16,0.22705314009661837,"Burks, Alec",0.392,0.45799999999999996,0.179536,0.085,0.439,0.037315,71,0.5770000000000001,118,0.09895410628019326,-0.022481559637986204,0.308,0.45,0.1386,0.215,0.655,0.140825,-0.001453636111111073,-0.006860044444444463,0.15467931763285026,0.31232068236714977,0.5937713292120936,0.21685100000000002,-0.012268381301525744
50,202710,921,437,0.512,15.6,175,53,0.21878393051031486,-0.1175303227594448,262,17,0.2937024972855592,"Butler, Jimmy",0.43200000000000005,0.49200000000000005,0.21254400000000004,0.11800000000000001,0.596,0.070328,163,0.47200000000000003,258,0.08353528773072748,-0.03790037818745198,0.311,0.537,0.16700700000000002,0.139,0.631,0.08770900000000001,-0.05456963611111107,0.021546955555555553,0.1392588045602606,0.3727411954397394,0.7004533815024524,0.282872,0.010494887587995771
51,202779,198,82,0.452,6.8,25,6,0.1414141414141414,-0.19490011185561826,57,9,0.3106060606060606,"Buycks, Dwight",0.312,0.583,0.18189599999999997,0.11,0.526,0.05786,37,0.43200000000000005,70,0.08072727272727273,-0.04070839319090673,0.353,0.434,0.15320199999999998,0.225,0.551,0.12397500000000002,-0.018303636111111063,0.007741955555555513,0.12482960353535354,0.32717039646464646,0.6981701856020806,0.23975599999999997,0.001339885185540124
52,101181,185,93,0.624,3.2,48,37,0.35945945945945945,0.023145206189699785,45,8,0.2648648648648649,"Calderon, Jose",0.22,0.59,0.1298,0.062,0.545,0.03379,25,0.24,36,0.032432432432432434,-0.08900323348574703,0.35600000000000004,0.619,0.22036400000000003,0.36200000000000004,0.742,0.268604,0.12632536388888893,0.07490395555555557,0.220214972972973,0.403785027027027,0.4886287078516027,0.16359,0.0928518870730905
53,203484,798,340,0.526,10.8,250,139,0.40037593984962405,0.06406168657986439,90,20,0.12531328320802004,"Caldwell-Pope, Kentavious",0.29600000000000004,0.46,0.13616000000000003,0.077,0.415,0.031955,112,0.607,168,0.08519298245614035,-0.03624268346203911,0.292,0.525,0.1533,0.33399999999999996,0.6459999999999999,0.21576399999999996,0.07348536388888888,0.007839955555555528,0.2136582305764411,0.31234176942355896,0.41685567743773033,0.16811500000000001,-0.030041376661291586
54,203991,676,441,0.652,9.1,361,0,0.5340236686390533,0.1977094153692936,80,0,0.11834319526627218,"Capela, Clint",0.5660000000000001,0.728,0.412048,0.252,0.649,0.163548,406,0.833,586,0.500292899408284,0.3788572334901046,0.13,0.81,0.1053,0.052000000000000005,0.813,0.042276,-0.10000263611111107,-0.04016004444444446,0.2954731420118343,0.35652685798816575,0.21559603169615738,0.575596,0.021178581695756482
55,201960,785,325,0.506,10.8,218,135,0.36369426751592354,0.027380014246163875,107,10,0.14267515923566879,"Carroll, DeMarre",0.33299999999999996,0.523,0.17415899999999998,0.105,0.5,0.0525,115,0.478,194,0.07002547770700637,-0.05141018821117309,0.34700000000000003,0.583,0.202301,0.215,0.569,0.12233499999999999,-0.019943636111111093,0.056840955555555545,0.18958893630573245,0.3164110636942675,0.49313285452056466,0.22665899999999997,-0.025972082390583018
56,1713,283,114,0.504,4.9,83,56,0.392226148409894,0.05591189514013434,31,1,0.11130742049469965,"Carter, Vince",0.281,0.474,0.133194,0.047,0.462,0.021714,29,0.586,51,0.06004946996466431,-0.06138619595351515,0.40299999999999997,0.5710000000000001,0.230113,0.27,0.45299999999999996,0.12231,-0.019968636111111077,0.08465295555555555,0.2011746545936396,0.3028253454063604,0.44478998136893644,0.15490800000000002,-0.015142664340017431
57,203487,229,76,0.36200000000000004,4.4,33,12,0.1703056768558952,-0.16600857641386446,43,2,0.19213973799126638,"Carter-Williams, Michael",0.34700000000000003,0.368,0.127696,0.174,0.474,0.082476,41,0.46299999999999997,82,0.08289519650655021,-0.03854046941162925,0.196,0.244,0.047824,0.28300000000000003,0.42700000000000005,0.12084100000000003,-0.021437636111111047,-0.09763604444444446,0.10546646834061135,0.2565335316593887,0.6856227263810493,0.210172,-0.05936539873627111
58,1627936,116,50,0.48700000000000004,3.1,27,8,0.2672413793103448,-0.06907287395941486,23,5,0.21982758620689655,"Caruso, Alex",0.278,0.667,0.18542600000000004,0.139,0.33299999999999996,0.046287,28,0.5,40,0.1206896551724138,-0.0007460107457656628,0.204,0.364,0.07425599999999999,0.38,0.573,0.21774,0.07546136388888891,-0.07120404444444448,0.16998175862068965,0.3170182413793104,0.5525615652607362,0.23171300000000003,0.006498917295517492
59,201956,207,120,0.604,3.9,97,10,0.4927536231884058,0.15643936991864615,23,0,0.1111111111111111,"Casspi, Omri",0.436,0.588,0.256368,0.221,0.5579999999999999,0.12331799999999998,77,0.7659999999999999,113,0.2849371980676328,0.16350153214945334,0.159,0.79,0.12561,0.185,0.736,0.13616,-0.006118636111111075,-0.019850044444444465,0.25986520531400964,0.34413479468599034,0.310027778487456,0.37968599999999997,0.030304943641048576
