,GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,CFID,CFPARAMS,PID
4,Shot Area,Right Corner 3,2,6,0.333,2,6,0.333,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5,6,3,2,3,2,3,1,4,4,1,2,1,5,49,Right Corner 3,203897
5,Shot Area,Above the Break 3,39,108,0.361,39,108,0.361,0.542,0,0.0,0.0,0.436,0.564,0.436,0.564,2,2,2,1,1,1,1,1,4,4,3,1,3,4,49,Above the Break 3,203897
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,5,4,7,1,4,4,4,2,7,5,49,Backcourt,203897
0,Shot Area,Restricted Area,91,133,0.684,0,0,0.0,0.684,11,0.56,0.44,0.0,0.0,0.56,0.44,1,2,2,3,4,3,2,7,2,2,3,1,4,2,49,Restricted Area,1627746
1,Shot Area,In The Paint (Non-RA),59,154,0.383,0,0,0.0,0.383,8,0.458,0.542,0.0,0.0,0.458,0.542,2,1,3,3,4,3,4,6,3,1,3,1,5,1,49,In The Paint (Non-RA),1627746
2,Shot Area,Mid-Range,37,120,0.308,0,0,0.0,0.308,2,0.703,0.297,0.0,0.0,0.703,0.297,3,3,5,3,4,3,5,5,1,3,3,1,3,3,49,Mid-Range,1627746
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,3,4,3,6,1,4,4,3,1,6,4,49,Left Corner 3,1627746
4,Shot Area,Right Corner 3,3,3,1.0,3,3,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,1,2,2,1,1,1,4,4,1,1,1,4,49,Right Corner 3,1627746
5,Shot Area,Above the Break 3,15,47,0.319,15,47,0.319,0.479,0,0.0,0.0,1.0,0.0,1.0,0.0,4,4,4,1,1,2,3,1,4,4,1,1,1,4,49,Above the Break 3,1627746
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,3,3,3,6,1,4,4,3,1,6,4,49,Backcourt,1627746
0,Shot Area,Restricted Area,118,194,0.608,0,0,0.0,0.608,16,0.483,0.517,0.0,0.0,0.483,0.517,1,3,1,4,5,4,2,7,1,3,4,4,4,3,49,Restricted Area,203087
1,Shot Area,In The Paint (Non-RA),78,161,0.484,0,0,0.0,0.484,9,0.295,0.705,0.0,0.0,0.295,0.705,3,4,3,4,5,4,5,6,3,1,4,4,6,1,49,In The Paint (Non-RA),203087
2,Shot Area,Mid-Range,90,223,0.404,0,0,0.0,0.404,6,0.378,0.622,0.0,0.0,0.378,0.622,2,1,4,4,5,4,6,5,2,2,4,4,5,2,49,Mid-Range,203087
3,Shot Area,Left Corner 3,16,32,0.5,16,32,0.5,0.75,0,0.0,0.0,0.813,0.188,0.813,0.188,5,5,2,2,2,1,1,1,4,4,2,2,2,5,49,Left Corner 3,203087
4,Shot Area,Right Corner 3,6,16,0.375,6,16,0.375,0.563,0,0.0,0.0,0.833,0.167,0.833,0.167,6,6,5,3,3,2,3,1,4,4,1,3,1,6,49,Right Corner 3,203087
5,Shot Area,Above the Break 3,72,202,0.356,72,202,0.356,0.535,1,0.0,0.0,0.639,0.361,0.639,0.361,4,2,6,1,1,3,4,4,4,4,3,1,3,4,49,Above the Break 3,203087
6,Shot Area,Backcourt,0,4,0.0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,203087
0,Shot Area,Restricted Area,31,60,0.517,0,0,0.0,0.517,12,0.29,0.71,0.0,0.0,0.29,0.71,1,2,2,4,4,4,2,7,1,3,4,2,4,3,49,Restricted Area,203499
1,Shot Area,In The Paint (Non-RA),7,19,0.368,0,0,0.0,0.368,3,0.143,0.857,0.0,0.0,0.143,0.857,4,4,3,4,4,4,5,6,3,1,4,2,6,1,49,In The Paint (Non-RA),203499
2,Shot Area,Mid-Range,15,54,0.278,0,0,0.0,0.278,0,0.267,0.733,0.0,0.0,0.267,0.733,3,3,5,4,4,4,6,1,2,2,4,2,5,2,49,Mid-Range,203499
3,Shot Area,Left Corner 3,5,9,0.556,5,9,0.556,0.833,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,1,2,2,1,1,1,4,4,1,2,1,5,49,Left Corner 3,203499
4,Shot Area,Right Corner 3,1,4,0.25,1,4,0.25,0.375,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,6,3,3,3,4,1,4,4,1,2,1,5,49,Right Corner 3,203499
5,Shot Area,Above the Break 3,25,73,0.342,25,73,0.342,0.514,1,0.0,0.0,0.72,0.28,0.72,0.28,2,1,4,1,1,2,3,5,4,4,3,1,3,4,49,Above the Break 3,203499
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,2,7,5,49,Backcourt,203499
0,Shot Area,Restricted Area,72,109,0.661,0,0,0.0,0.661,9,0.583,0.417,0.0,0.0,0.583,0.417,1,1,1,1,5,1,1,6,3,1,1,1,3,1,49,Restricted Area,203530
1,Shot Area,In The Paint (Non-RA),22,68,0.324,0,0,0.0,0.324,11,0.773,0.227,0.0,0.0,0.773,0.227,2,2,3,1,5,1,3,7,2,2,1,1,2,2,49,In The Paint (Non-RA),203530
2,Shot Area,Mid-Range,4,8,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,3,3,2,1,5,1,2,1,1,3,1,1,1,3,49,Mid-Range,203530
3,Shot Area,Left Corner 3,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,3,1,1,4,3,49,Left Corner 3,203530
4,Shot Area,Right Corner 3,0,2,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,3,1,1,4,3,49,Right Corner 3,203530
5,Shot Area,Above the Break 3,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,3,1,1,4,3,49,Above the Break 3,203530
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,3,1,1,4,3,49,Backcourt,203530
0,Shot Area,Restricted Area,7,11,0.636,0,0,0.0,0.636,1,0.571,0.429,0.0,0.0,0.571,0.429,1,2,2,4,4,4,2,7,2,1,4,1,5,1,49,Restricted Area,1627774
1,Shot Area,In The Paint (Non-RA),0,7,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,6,4,4,4,6,1,3,3,4,1,6,3,49,In The Paint (Non-RA),1627774
2,Shot Area,Mid-Range,3,9,0.333,0,0,0.0,0.333,0,0.667,0.333,0.0,0.0,0.667,0.333,2,3,3,4,4,4,4,1,1,2,4,1,4,2,49,Mid-Range,1627774
3,Shot Area,Left Corner 3,1,4,0.25,1,4,0.25,0.375,0,0.0,0.0,1.0,0.0,1.0,0.0,4,5,4,2,2,2,3,1,3,3,1,1,1,3,49,Left Corner 3,1627774
4,Shot Area,Right Corner 3,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,4,6,1,2,3,1,1,1,3,3,1,1,1,3,49,Right Corner 3,1627774
5,Shot Area,Above the Break 3,2,15,0.133,2,15,0.133,0.2,0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,5,1,1,3,5,1,3,3,1,1,1,3,49,Above the Break 3,1627774
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,4,4,4,6,1,3,3,4,1,6,3,49,Backcourt,1627774
0,Shot Area,Restricted Area,160,262,0.611,0,0,0.0,0.611,29,0.325,0.675,0.0,0.0,0.325,0.675,1,1,1,4,4,4,1,7,1,3,4,4,4,3,49,Restricted Area,1627747
1,Shot Area,In The Paint (Non-RA),49,147,0.333,0,0,0.0,0.333,18,0.286,0.714,0.0,0.0,0.286,0.714,3,3,4,4,4,4,4,6,2,2,4,4,5,2,49,In The Paint (Non-RA),1627747
2,Shot Area,Mid-Range,26,81,0.321,0,0,0.0,0.321,1,0.192,0.808,0.0,0.0,0.192,0.808,4,4,5,4,4,4,5,4,3,1,4,4,6,1,49,Mid-Range,1627747
3,Shot Area,Left Corner 3,7,20,0.35,7,20,0.35,0.525,0,0.0,0.0,0.857,0.143,0.857,0.143,5,5,3,2,2,2,3,1,4,4,1,3,1,6,49,Left Corner 3,1627747
4,Shot Area,Right Corner 3,2,14,0.143,2,14,0.143,0.214,0,0.0,0.0,0.5,0.5,0.5,0.5,6,6,6,3,3,3,6,1,4,4,3,1,3,4,49,Right Corner 3,1627747
5,Shot Area,Above the Break 3,76,211,0.36,76,211,0.36,0.54,1,0.0,0.0,0.724,0.276,0.724,0.276,2,2,2,1,1,1,2,4,4,4,2,2,2,5,49,Above the Break 3,1627747
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,1627747
0,Shot Area,Restricted Area,34,56,0.607,0,0,0.0,0.607,2,0.471,0.529,0.0,0.0,0.471,0.529,1,1,1,4,4,4,3,6,2,2,4,1,5,2,49,Restricted Area,1628388
1,Shot Area,In The Paint (Non-RA),5,18,0.278,0,0,0.0,0.278,1,0.4,0.6,0.0,0.0,0.4,0.6,4,4,5,4,4,4,5,5,3,1,4,1,6,1,49,In The Paint (Non-RA),1628388
2,Shot Area,Mid-Range,7,20,0.35,0,0,0.0,0.35,2,0.714,0.286,0.0,0.0,0.714,0.286,3,3,4,4,4,4,4,6,1,3,4,1,4,3,49,Mid-Range,1628388
3,Shot Area,Left Corner 3,1,7,0.143,1,7,0.143,0.214,0,0.0,0.0,1.0,0.0,1.0,0.0,6,5,6,3,2,3,6,1,4,4,1,1,1,4,49,Left Corner 3,1628388
4,Shot Area,Right Corner 3,4,7,0.571,4,7,0.571,0.857,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,2,2,2,1,1,1,4,4,1,1,1,4,49,Right Corner 3,1628388
5,Shot Area,Above the Break 3,13,28,0.464,13,28,0.464,0.696,0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,3,1,1,2,2,1,4,4,1,1,1,4,49,Above the Break 3,1628388
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,1,7,4,49,Backcourt,1628388
0,Shot Area,Restricted Area,88,139,0.633,0,0,0.0,0.633,13,0.489,0.511,0.0,0.0,0.489,0.511,2,3,1,4,4,4,3,7,2,2,4,4,5,2,49,Restricted Area,201584
1,Shot Area,In The Paint (Non-RA),48,100,0.48,0,0,0.0,0.48,7,0.521,0.479,0.0,0.0,0.521,0.479,4,4,3,4,4,4,5,6,1,3,4,4,4,3,49,In The Paint (Non-RA),201584
2,Shot Area,Mid-Range,94,238,0.395,0,0,0.0,0.395,6,0.479,0.521,0.0,0.0,0.479,0.521,1,1,5,4,4,4,6,5,3,1,4,4,6,1,49,Mid-Range,201584
3,Shot Area,Left Corner 3,27,55,0.491,27,55,0.491,0.736,2,0.0,0.0,0.963,0.037,0.963,0.037,5,5,2,2,2,1,1,4,4,4,1,3,1,6,49,Left Corner 3,201584
4,Shot Area,Right Corner 3,14,33,0.424,14,33,0.424,0.636,0,0.0,0.0,0.929,0.071,0.929,0.071,6,6,4,3,3,2,2,1,4,4,2,2,2,5,49,Right Corner 3,201584
5,Shot Area,Above the Break 3,72,190,0.379,72,190,0.379,0.568,1,0.0,0.0,0.708,0.292,0.708,0.292,3,2,6,1,1,3,4,3,4,4,3,1,3,4,49,Above the Break 3,201584
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,201584
0,Shot Area,Restricted Area,25,34,0.735,0,0,0.0,0.735,2,0.56,0.44,0.0,0.0,0.56,0.44,1,3,1,4,5,4,1,5,3,1,4,1,6,1,49,Restricted Area,1627814
1,Shot Area,In The Paint (Non-RA),12,39,0.308,0,0,0.0,0.308,8,0.75,0.25,0.0,0.0,0.75,0.25,2,2,5,4,5,4,5,7,2,2,4,1,5,2,49,In The Paint (Non-RA),1627814
2,Shot Area,Mid-Range,10,19,0.526,0,0,0.0,0.526,2,0.8,0.2,0.0,0.0,0.8,0.2,3,4,2,4,5,4,3,5,1,3,4,1,4,3,49,Mid-Range,1627814
3,Shot Area,Left Corner 3,5,13,0.385,5,13,0.385,0.577,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,3,2,2,1,2,1,4,4,1,1,1,4,49,Left Corner 3,1627814
4,Shot Area,Right Corner 3,2,6,0.333,2,6,0.333,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,4,3,3,2,4,1,4,4,1,1,1,4,49,Right Corner 3,1627814
5,Shot Area,Above the Break 3,8,40,0.2,8,40,0.2,0.3,1,0.0,0.0,1.0,0.0,1.0,0.0,4,1,6,1,1,3,6,4,4,4,1,1,1,4,49,Above the Break 3,1627814
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,1,7,4,49,Backcourt,1627814
0,Shot Area,Restricted Area,4,10,0.4,0,0,0.0,0.4,3,0.5,0.5,0.0,0.0,0.5,0.5,1,1,3,2,2,2,3,7,1,2,2,1,2,2,49,Restricted Area,1627215
1,Shot Area,In The Paint (Non-RA),2,4,0.5,0,0,0.0,0.5,1,0.0,1.0,0.0,0.0,0.0,1.0,2,2,2,2,2,2,2,6,2,1,2,1,3,1,49,In The Paint (Non-RA),1627215
2,Shot Area,Mid-Range,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,4,2,2,2,4,1,2,3,2,1,3,3,49,Mid-Range,1627215
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,2,1,3,3,49,Left Corner 3,1627215
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,2,1,3,3,49,Right Corner 3,1627215
5,Shot Area,Above the Break 3,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,3,3,1,1,1,1,1,1,2,3,1,1,1,3,49,Above the Break 3,1627215
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,2,1,3,3,49,Backcourt,1627215
0,Shot Area,Restricted Area,189,307,0.616,0,0,0.0,0.616,34,0.661,0.339,0.0,0.0,0.661,0.339,1,1,1,2,2,2,1,7,3,1,2,1,4,1,49,Restricted Area,203458
1,Shot Area,In The Paint (Non-RA),15,39,0.385,0,0,0.0,0.385,7,0.8,0.2,0.0,0.0,0.8,0.2,2,2,2,2,2,2,3,6,1,3,2,1,2,3,49,In The Paint (Non-RA),203458
2,Shot Area,Mid-Range,9,29,0.31,0,0,0.0,0.31,2,0.778,0.222,0.0,0.0,0.778,0.222,3,3,4,2,2,2,4,5,2,2,2,1,3,2,49,Mid-Range,203458
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,4,4,2,1,5,4,49,Left Corner 3,203458
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,4,4,2,1,5,4,49,Right Corner 3,203458
5,Shot Area,Above the Break 3,1,3,0.333,1,3,0.333,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,4,4,3,1,1,1,2,1,4,4,1,1,1,4,49,Above the Break 3,203458
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,4,4,2,1,5,4,49,Backcourt,203458
0,Shot Area,Restricted Area,17,23,0.739,0,0,0.0,0.739,2,0.118,0.882,0.0,0.0,0.118,0.882,2,3,1,3,4,3,1,6,2,2,3,2,4,2,49,Restricted Area,202695
1,Shot Area,In The Paint (Non-RA),6,21,0.286,0,0,0.0,0.286,2,0.0,1.0,0.0,0.0,0.0,1.0,4,4,4,3,4,3,5,6,3,1,3,2,5,1,49,In The Paint (Non-RA),202695
2,Shot Area,Mid-Range,18,32,0.563,0,0,0.0,0.563,0,0.167,0.833,0.0,0.0,0.167,0.833,1,1,2,3,4,3,2,1,1,3,3,2,3,3,49,Mid-Range,202695
3,Shot Area,Left Corner 3,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,3,3,3,6,1,3,4,3,2,5,5,49,Left Corner 3,202695
4,Shot Area,Right Corner 3,1,4,0.25,1,4,0.25,0.375,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,5,2,2,2,4,1,3,4,1,2,1,5,49,Right Corner 3,202695
5,Shot Area,Above the Break 3,10,30,0.333,10,30,0.333,0.5,1,0.0,0.0,0.6,0.4,0.6,0.4,3,2,3,1,1,1,3,5,3,4,2,1,2,4,49,Above the Break 3,202695
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,3,4,3,6,1,3,4,3,2,5,5,49,Backcourt,202695
0,Shot Area,Restricted Area,17,22,0.773,0,0,0.0,0.773,0,0.882,0.118,0.0,0.0,0.882,0.118,1,1,1,3,4,3,2,1,1,3,3,1,3,3,49,Restricted Area,203086
1,Shot Area,In The Paint (Non-RA),7,13,0.538,0,0,0.0,0.538,0,0.857,0.143,0.0,0.0,0.857,0.143,4,4,4,3,4,3,5,1,2,2,3,1,4,2,49,In The Paint (Non-RA),203086
2,Shot Area,Mid-Range,11,17,0.647,0,0,0.0,0.647,0,0.545,0.455,0.0,0.0,0.545,0.455,2,3,3,3,4,3,3,1,3,1,3,1,5,1,49,Mid-Range,203086
3,Shot Area,Left Corner 3,2,3,0.667,2,3,0.667,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,2,2,2,1,1,1,4,4,1,1,1,4,49,Left Corner 3,203086
4,Shot Area,Right Corner 3,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,3,3,3,6,1,4,4,3,1,6,4,49,Right Corner 3,203086
5,Shot Area,Above the Break 3,9,22,0.409,9,22,0.409,0.614,0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,5,1,1,2,4,1,4,4,1,1,1,4,49,Above the Break 3,203086
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,3,4,3,6,1,4,4,3,1,6,4,49,Backcourt,203086
0,Shot Area,Restricted Area,10,15,0.667,0,0,0.0,0.667,2,0.9,0.1,0.0,0.0,0.9,0.1,1,1,1,1,3,1,1,7,2,2,1,1,2,2,49,Restricted Area,202720
1,Shot Area,In The Paint (Non-RA),2,8,0.25,0,0,0.0,0.25,1,0.5,0.5,0.0,0.0,0.5,0.5,3,3,3,1,3,1,3,6,3,1,1,1,3,1,49,In The Paint (Non-RA),202720
2,Shot Area,Mid-Range,3,10,0.3,0,0,0.0,0.3,0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,2,1,3,1,2,1,1,3,1,1,1,3,49,Mid-Range,202720
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,4,1,3,1,4,1,4,3,1,1,4,3,49,Left Corner 3,202720
4,Shot Area,Right Corner 3,0,2,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,3,1,1,4,3,49,Right Corner 3,202720
5,Shot Area,Above the Break 3,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,3,1,1,4,3,49,Above the Break 3,202720
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,4,1,3,1,4,1,4,3,1,1,4,3,49,Backcourt,202720
0,Shot Area,Restricted Area,9,24,0.375,0,0,0.0,0.375,4,0.222,0.778,0.0,0.0,0.222,0.778,2,1,4,4,5,4,5,7,3,1,4,2,6,1,49,Restricted Area,202732
1,Shot Area,In The Paint (Non-RA),3,7,0.429,0,0,0.0,0.429,2,0.333,0.667,0.0,0.0,0.333,0.667,5,6,2,4,5,4,2,6,2,2,4,2,5,2,49,In The Paint (Non-RA),202732
2,Shot Area,Mid-Range,9,22,0.409,0,0,0.0,0.409,0,0.667,0.333,0.0,0.0,0.667,0.333,2,2,3,4,5,4,3,1,1,3,4,2,4,3,49,Mid-Range,202732
3,Shot Area,Left Corner 3,2,8,0.25,2,8,0.25,0.375,0,0.0,0.0,1.0,0.0,1.0,0.0,6,5,6,3,3,3,5,1,4,4,1,2,1,5,49,Left Corner 3,202732
4,Shot Area,Right Corner 3,6,22,0.273,6,22,0.273,0.409,0,0.0,0.0,0.833,0.167,0.833,0.167,4,2,5,2,1,2,3,1,4,4,3,1,3,4,49,Right Corner 3,202732
5,Shot Area,Above the Break 3,11,22,0.5,11,22,0.5,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,1,1,1,1,1,1,4,4,1,2,1,5,49,Above the Break 3,202732
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,2,7,5,49,Backcourt,202732
0,Shot Area,Restricted Area,227,422,0.538,0,0,0.0,0.538,62,0.159,0.841,0.0,0.0,0.159,0.841,1,2,1,4,4,4,3,7,2,2,4,3,5,2,49,Restricted Area,203081
1,Shot Area,In The Paint (Non-RA),53,126,0.421,0,0,0.0,0.421,12,0.113,0.887,0.0,0.0,0.113,0.887,4,4,4,4,4,4,6,6,3,1,4,3,6,1,49,In The Paint (Non-RA),203081
2,Shot Area,Mid-Range,114,238,0.479,0,0,0.0,0.479,8,0.254,0.746,0.0,0.0,0.254,0.746,3,3,3,4,4,4,4,5,1,3,4,3,4,3,49,Mid-Range,203081
3,Shot Area,Left Corner 3,6,12,0.5,6,12,0.5,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,5,6,2,2,3,1,1,1,4,4,1,3,1,6,49,Left Corner 3,203081
4,Shot Area,Right Corner 3,4,14,0.286,4,14,0.286,0.429,0,0.0,0.0,0.75,0.25,0.75,0.25,6,5,6,3,2,3,5,1,4,4,2,2,2,5,49,Right Corner 3,203081
5,Shot Area,Above the Break 3,217,603,0.36,217,603,0.36,0.54,7,0.0,0.0,0.415,0.585,0.415,0.585,2,1,5,1,1,2,2,4,4,4,3,1,3,4,49,Above the Break 3,203081
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,3,7,6,49,Backcourt,203081
0,Shot Area,Restricted Area,3,6,0.5,0,0,0.0,0.5,1,0.333,0.667,0.0,0.0,0.333,0.667,1,1,1,2,2,2,2,7,1,2,1,2,1,3,49,Restricted Area,202391
1,Shot Area,In The Paint (Non-RA),0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,2,2,2,4,1,2,3,1,2,2,4,49,In The Paint (Non-RA),202391
2,Shot Area,Mid-Range,1,3,0.333,0,0,0.0,0.333,0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,3,2,2,2,3,1,2,1,1,2,2,1,49,Mid-Range,202391
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,1,2,2,4,49,Left Corner 3,202391
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,1,2,2,4,49,Right Corner 3,202391
5,Shot Area,Above the Break 3,1,2,0.5,1,2,0.5,0.75,0,0.0,0.0,0.0,1.0,0.0,1.0,2,3,1,1,1,1,1,1,2,3,1,1,2,1,49,Above the Break 3,202391
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,2,2,2,4,1,2,3,1,2,2,4,49,Backcourt,202391
0,Shot Area,Restricted Area,61,90,0.678,0,0,0.0,0.678,6,0.885,0.115,0.0,0.0,0.885,0.115,2,2,1,1,4,1,1,6,1,3,1,1,1,3,49,Restricted Area,2733
1,Shot Area,In The Paint (Non-RA),41,88,0.466,0,0,0.0,0.466,6,0.317,0.683,0.0,0.0,0.317,0.683,3,3,2,1,4,1,2,6,3,1,1,1,3,1,49,In The Paint (Non-RA),2733
2,Shot Area,Mid-Range,70,160,0.438,0,0,0.0,0.438,3,0.343,0.657,0.0,0.0,0.343,0.657,1,1,3,1,4,1,3,5,2,2,1,1,2,2,49,Mid-Range,2733
3,Shot Area,Left Corner 3,0,2,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Left Corner 3,2733
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,4,1,4,1,4,1,4,4,1,1,4,4,49,Right Corner 3,2733
5,Shot Area,Above the Break 3,0,2,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Above the Break 3,2733
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,4,1,3,1,4,1,4,4,1,1,4,4,49,Backcourt,2733
0,Shot Area,Restricted Area,92,134,0.687,0,0,0.0,0.687,17,0.674,0.326,0.0,0.0,0.674,0.326,1,1,1,2,3,2,1,7,3,1,2,1,4,1,49,Restricted Area,1626172
1,Shot Area,In The Paint (Non-RA),10,32,0.313,0,0,0.0,0.313,4,0.7,0.3,0.0,0.0,0.7,0.3,2,2,4,2,3,2,4,6,2,2,2,1,3,2,49,In The Paint (Non-RA),1626172
2,Shot Area,Mid-Range,9,22,0.409,0,0,0.0,0.409,1,0.778,0.222,0.0,0.0,0.778,0.222,3,3,2,2,3,2,3,5,1,3,2,1,2,3,49,Mid-Range,1626172
