,GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,CFID,CFPARAMS,PID
0,Shot Area,Restricted Area,107,167,0.641,0,0,0.0,0.641,19,0.804,0.196,0.0,0.0,0.804,0.196,2,2,1,4,5,4,2,7,2,2,4,2,5,2,49,Restricted Area,203496
1,Shot Area,In The Paint (Non-RA),16,52,0.308,0,0,0.0,0.308,12,0.688,0.313,0.0,0.0,0.688,0.313,4,4,4,4,5,4,5,6,3,1,4,2,6,1,49,In The Paint (Non-RA),203496
2,Shot Area,Mid-Range,19,67,0.284,0,0,0.0,0.284,3,0.947,0.053,0.0,0.0,0.947,0.053,3,3,5,4,5,4,6,4,1,3,4,2,4,3,49,Mid-Range,203496
3,Shot Area,Left Corner 3,11,39,0.282,11,39,0.282,0.423,1,0.0,0.0,1.0,0.0,1.0,0.0,6,5,6,3,2,3,4,3,4,4,1,2,1,5,49,Left Corner 3,203496
4,Shot Area,Right Corner 3,13,24,0.542,13,24,0.542,0.813,0,0.0,0.0,1.0,0.0,1.0,0.0,5,6,2,2,3,1,1,1,4,4,1,2,1,5,49,Right Corner 3,203496
5,Shot Area,Above the Break 3,179,483,0.371,179,483,0.371,0.556,7,0.0,0.0,0.966,0.034,0.966,0.034,1,1,3,1,1,2,3,5,4,4,3,1,3,4,49,Above the Break 3,203496
6,Shot Area,Backcourt,0,4,0.0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,2,7,5,49,Backcourt,203496
0,Shot Area,Restricted Area,60,84,0.714,0,0,0.0,0.714,8,0.767,0.233,0.0,0.0,0.767,0.233,2,4,1,4,5,4,1,6,1,3,4,2,4,3,49,Restricted Area,203459
1,Shot Area,In The Paint (Non-RA),33,85,0.388,0,0,0.0,0.388,10,0.697,0.303,0.0,0.0,0.697,0.303,4,3,3,4,5,4,5,7,3,1,4,2,6,1,49,In The Paint (Non-RA),203459
2,Shot Area,Mid-Range,43,126,0.341,0,0,0.0,0.341,3,0.744,0.256,0.0,0.0,0.744,0.256,3,2,5,4,5,4,6,4,2,2,4,2,5,2,49,Mid-Range,203459
3,Shot Area,Left Corner 3,16,34,0.471,16,34,0.471,0.706,2,0.0,0.0,1.0,0.0,1.0,0.0,5,6,2,2,3,1,2,3,4,4,1,2,1,5,49,Left Corner 3,203459
4,Shot Area,Right Corner 3,15,45,0.333,15,45,0.333,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,6,5,6,3,2,3,4,1,4,4,1,2,1,5,49,Right Corner 3,203459
5,Shot Area,Above the Break 3,170,449,0.379,170,449,0.379,0.568,3,0.0,0.0,0.929,0.071,0.929,0.071,1,1,4,1,1,2,3,4,4,4,3,1,3,4,49,Above the Break 3,203459
6,Shot Area,Backcourt,0,4,0.0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,2,7,5,49,Backcourt,203459
0,Shot Area,Restricted Area,40,66,0.606,0,0,0.0,0.606,10,0.6,0.4,0.0,0.0,0.6,0.4,1,1,2,4,5,4,3,7,2,1,4,1,5,1,49,Restricted Area,1628470
1,Shot Area,In The Paint (Non-RA),0,7,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,6,5,6,4,5,4,6,6,3,2,4,1,6,2,49,In The Paint (Non-RA),1628470
2,Shot Area,Mid-Range,5,6,0.833,0,0,0.0,0.833,0,1.0,0.0,0.0,0.0,1.0,0.0,3,6,1,4,5,4,1,1,1,2,4,1,1,2,49,Mid-Range,1628470
3,Shot Area,Left Corner 3,5,11,0.455,5,11,0.455,0.682,0,0.0,0.0,1.0,0.0,1.0,0.0,3,3,3,2,2,1,2,1,3,2,1,1,1,2,49,Left Corner 3,1628470
4,Shot Area,Right Corner 3,3,11,0.273,3,11,0.273,0.409,0,0.0,0.0,1.0,0.0,1.0,0.0,5,3,4,3,2,2,4,1,3,2,1,1,1,2,49,Right Corner 3,1628470
5,Shot Area,Above the Break 3,9,33,0.273,9,33,0.273,0.409,0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,4,1,1,2,4,1,3,2,1,1,1,2,49,Above the Break 3,1628470
6,Shot Area,Backcourt,0,3,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,4,4,4,6,1,3,2,4,1,6,2,49,Backcourt,1628470
0,Shot Area,Restricted Area,29,55,0.527,0,0,0.0,0.527,5,0.172,0.828,0.0,0.0,0.172,0.828,4,4,2,4,6,4,3,6,3,1,4,3,6,1,49,Restricted Area,2037
1,Shot Area,In The Paint (Non-RA),42,79,0.532,0,0,0.0,0.532,2,0.214,0.786,0.0,0.0,0.214,0.786,3,3,1,4,6,4,2,5,2,2,4,3,5,2,49,In The Paint (Non-RA),2037
2,Shot Area,Mid-Range,133,295,0.451,0,1,0.0,0.451,9,0.248,0.752,0.0,0.0,0.248,0.752,1,1,4,4,5,4,6,7,1,3,4,3,4,3,49,Mid-Range,2037
3,Shot Area,Left Corner 3,15,45,0.333,15,45,0.333,0.5,1,0.0,0.0,1.0,0.0,1.0,0.0,5,5,5,2,2,2,4,4,4,4,1,3,1,6,49,Left Corner 3,2037
4,Shot Area,Right Corner 3,14,27,0.519,14,27,0.519,0.778,0,0.0,0.0,0.857,0.143,0.857,0.143,6,6,3,3,3,1,1,1,4,4,2,2,2,5,49,Right Corner 3,2037
5,Shot Area,Above the Break 3,75,238,0.315,75,238,0.315,0.473,0,0.0,0.0,0.653,0.347,0.653,0.347,2,2,6,1,1,3,5,1,4,4,3,1,3,4,49,Above the Break 3,2037
6,Shot Area,Backcourt,0,3,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,3,7,6,49,Backcourt,2037
0,Shot Area,Restricted Area,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,3,4,3,3,3,3,3,1,1,3,3,2,1,4,49,Restricted Area,202348
1,Shot Area,In The Paint (Non-RA),2,5,0.4,0,0,0.0,0.4,0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,4,3,3,3,4,1,2,1,3,2,4,1,49,In The Paint (Non-RA),202348
2,Shot Area,Mid-Range,1,6,0.167,0,0,0.0,0.167,1,0.0,1.0,0.0,0.0,0.0,1.0,3,2,5,3,3,3,5,6,2,1,3,2,4,1,49,Mid-Range,202348
3,Shot Area,Left Corner 3,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,3,5,1,2,2,1,1,1,2,3,1,2,1,4,49,Left Corner 3,202348
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,3,3,3,6,1,2,3,3,2,4,4,49,Right Corner 3,202348
5,Shot Area,Above the Break 3,7,13,0.538,7,13,0.538,0.808,1,0.0,0.0,0.714,0.286,0.714,0.286,1,1,2,1,1,2,2,6,2,3,2,1,3,3,49,Above the Break 3,202348
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,3,3,3,6,1,2,3,3,2,4,4,49,Backcourt,202348
0,Shot Area,Restricted Area,120,192,0.625,0,0,0.0,0.625,18,0.808,0.192,0.0,0.0,0.808,0.192,1,2,1,4,4,4,2,7,2,2,4,4,5,2,49,Restricted Area,203109
1,Shot Area,In The Paint (Non-RA),7,26,0.269,0,0,0.0,0.269,8,0.714,0.286,0.0,0.0,0.714,0.286,6,6,5,4,4,4,6,6,3,1,4,4,6,1,49,In The Paint (Non-RA),203109
2,Shot Area,Mid-Range,34,112,0.304,0,0,0.0,0.304,2,0.824,0.176,0.0,0.0,0.824,0.176,3,3,3,4,4,4,5,4,1,3,4,4,4,3,49,Mid-Range,203109
3,Shot Area,Left Corner 3,14,52,0.269,14,52,0.269,0.404,0,0.0,0.0,0.929,0.071,0.929,0.071,5,4,5,3,2,3,4,1,4,4,2,2,2,5,49,Left Corner 3,203109
4,Shot Area,Right Corner 3,23,46,0.5,23,46,0.5,0.75,1,0.0,0.0,0.957,0.043,0.957,0.043,4,5,2,2,3,1,1,3,4,4,1,3,1,6,49,Right Corner 3,203109
5,Shot Area,Above the Break 3,73,243,0.3,73,243,0.3,0.451,5,0.0,0.0,0.918,0.082,0.918,0.082,2,1,4,1,1,2,3,5,4,4,3,1,3,4,49,Above the Break 3,203109
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,203109
0,Shot Area,Restricted Area,86,138,0.623,0,0,0.0,0.623,19,0.814,0.186,0.0,0.0,0.814,0.186,1,1,1,4,4,4,2,7,3,1,4,2,6,1,49,Restricted Area,201967
1,Shot Area,In The Paint (Non-RA),7,32,0.219,0,0,0.0,0.219,5,1.0,0.0,0.0,0.0,1.0,0.0,6,5,6,4,4,4,6,6,1,2,4,2,1,3,49,In The Paint (Non-RA),201967
2,Shot Area,Mid-Range,13,26,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,5,6,2,4,4,4,3,1,1,2,4,2,1,3,49,Mid-Range,201967
3,Shot Area,Left Corner 3,19,63,0.302,19,63,0.302,0.452,0,0.0,0.0,0.947,0.053,0.947,0.053,3,2,4,2,1,2,4,1,4,2,3,1,5,2,49,Left Corner 3,201967
4,Shot Area,Right Corner 3,24,54,0.444,24,54,0.444,0.667,0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,3,1,2,1,1,1,4,2,1,2,1,3,49,Right Corner 3,201967
5,Shot Area,Above the Break 3,15,51,0.294,15,51,0.294,0.441,0,0.0,0.0,1.0,0.0,1.0,0.0,4,4,5,3,3,3,5,1,4,2,1,2,1,3,49,Above the Break 3,201967
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,2,4,2,7,3,49,Backcourt,201967
0,Shot Area,Restricted Area,113,174,0.649,0,0,0.0,0.649,13,0.487,0.513,0.0,0.0,0.487,0.513,2,2,1,4,5,4,2,7,1,3,4,4,4,3,49,Restricted Area,201939
1,Shot Area,In The Paint (Non-RA),25,59,0.424,0,0,0.0,0.424,3,0.4,0.6,0.0,0.0,0.4,0.6,4,4,4,4,5,4,6,5,2,2,4,4,5,2,49,In The Paint (Non-RA),201939
2,Shot Area,Mid-Range,78,130,0.6,0,0,0.0,0.6,2,0.321,0.679,0.0,0.0,0.321,0.679,3,3,2,4,5,4,3,4,3,1,4,4,6,1,49,Mid-Range,201939
3,Shot Area,Left Corner 3,16,45,0.356,16,45,0.356,0.533,0,0.0,0.0,0.75,0.25,0.75,0.25,5,5,5,2,2,2,4,1,4,4,2,2,2,5,49,Left Corner 3,201939
4,Shot Area,Right Corner 3,10,29,0.345,10,29,0.345,0.517,0,0.0,0.0,0.9,0.1,0.9,0.1,6,6,6,3,3,3,5,1,4,4,1,3,1,6,49,Right Corner 3,201939
5,Shot Area,Above the Break 3,186,419,0.444,186,419,0.444,0.666,3,0.0,0.0,0.591,0.409,0.591,0.409,1,1,3,1,1,1,1,5,4,4,3,1,3,4,49,Above the Break 3,201939
6,Shot Area,Backcourt,0,8,0.0,0,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,201939
0,Shot Area,Restricted Area,13,29,0.448,0,0,0.0,0.448,4,0.692,0.308,0.0,0.0,0.692,0.308,6,6,4,4,5,4,5,6,2,2,4,4,5,2,49,Restricted Area,203584
1,Shot Area,In The Paint (Non-RA),14,30,0.467,0,0,0.0,0.467,3,0.571,0.429,0.0,0.0,0.571,0.429,5,5,3,4,5,4,4,5,3,1,4,4,6,1,49,In The Paint (Non-RA),203584
2,Shot Area,Mid-Range,22,58,0.379,0,0,0.0,0.379,1,0.773,0.227,0.0,0.0,0.773,0.227,4,3,5,4,5,4,6,3,1,3,4,4,4,3,49,Mid-Range,203584
3,Shot Area,Left Corner 3,28,55,0.509,28,55,0.509,0.764,0,0.0,0.0,0.964,0.036,0.964,0.036,2,4,1,2,3,1,1,1,4,4,1,3,1,6,49,Left Corner 3,203584
4,Shot Area,Right Corner 3,28,59,0.475,28,59,0.475,0.712,1,0.0,0.0,0.929,0.071,0.929,0.071,2,2,2,2,2,2,2,3,4,4,2,2,2,5,49,Right Corner 3,203584
5,Shot Area,Above the Break 3,127,342,0.371,127,342,0.371,0.557,7,0.0,0.0,0.913,0.087,0.913,0.087,1,1,6,1,1,3,3,7,4,4,3,1,3,4,49,Above the Break 3,203584
6,Shot Area,Backcourt,0,2,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,203584
0,Shot Area,Restricted Area,441,603,0.731,0,0,0.0,0.731,31,0.751,0.249,0.0,0.0,0.751,0.249,1,1,1,4,5,4,2,7,1,3,4,2,4,3,49,Restricted Area,203076
1,Shot Area,In The Paint (Non-RA),137,293,0.468,0,0,0.0,0.468,12,0.664,0.336,0.0,0.0,0.664,0.336,3,3,3,4,5,4,5,6,2,2,4,2,5,2,49,In The Paint (Non-RA),203076
2,Shot Area,Mid-Range,147,404,0.364,0,0,0.0,0.364,2,0.585,0.415,0.0,0.0,0.585,0.415,2,2,4,4,5,4,6,5,3,1,4,2,6,1,49,Mid-Range,203076
3,Shot Area,Left Corner 3,4,12,0.333,4,12,0.333,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,6,2,2,3,4,1,4,4,1,2,1,5,49,Left Corner 3,203076
4,Shot Area,Right Corner 3,2,3,0.667,2,3,0.667,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,2,3,3,1,1,1,4,4,1,2,1,5,49,Right Corner 3,203076
5,Shot Area,Above the Break 3,49,144,0.34,49,144,0.34,0.51,0,0.0,0.0,0.898,0.102,0.898,0.102,4,4,5,1,1,2,3,1,4,4,3,1,3,4,49,Above the Break 3,203076
6,Shot Area,Backcourt,0,3,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,7,4,3,4,7,1,4,4,4,2,7,5,49,Backcourt,203076
0,Shot Area,Restricted Area,121,161,0.752,0,0,0.0,0.752,4,0.744,0.256,0.0,0.0,0.744,0.256,1,1,1,1,1,1,1,7,2,2,1,1,2,2,49,Restricted Area,1627738
1,Shot Area,In The Paint (Non-RA),10,35,0.286,0,0,0.0,0.286,2,0.7,0.3,0.0,0.0,0.7,0.3,3,3,3,1,1,1,3,6,3,1,1,1,3,1,49,In The Paint (Non-RA),1627738
2,Shot Area,Mid-Range,30,69,0.435,0,0,0.0,0.435,0,0.9,0.1,0.0,0.0,0.9,0.1,2,2,2,1,1,1,2,1,1,3,1,1,1,3,49,Mid-Range,1627738
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Left Corner 3,1627738
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Right Corner 3,1627738
5,Shot Area,Above the Break 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Above the Break 3,1627738
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Backcourt,1627738
0,Shot Area,Restricted Area,144,227,0.634,0,0,0.0,0.634,23,0.549,0.451,0.0,0.0,0.549,0.451,1,1,1,1,2,1,1,7,3,1,1,1,3,1,49,Restricted Area,202334
1,Shot Area,In The Paint (Non-RA),23,56,0.411,0,0,0.0,0.411,7,0.739,0.261,0.0,0.0,0.739,0.261,2,2,2,1,2,1,2,6,1,3,1,1,1,3,49,In The Paint (Non-RA),202334
2,Shot Area,Mid-Range,3,8,0.375,0,0,0.0,0.375,0,0.667,0.333,0.0,0.0,0.667,0.333,3,3,3,1,2,1,3,1,2,2,1,1,2,2,49,Mid-Range,202334
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,4,1,1,4,4,49,Left Corner 3,202334
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,4,1,1,4,4,49,Right Corner 3,202334
5,Shot Area,Above the Break 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,1,2,1,4,1,4,4,1,1,4,4,49,Above the Break 3,202334
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Backcourt,202334
0,Shot Area,Restricted Area,209,323,0.647,0,0,0.0,0.647,38,0.34,0.66,0.0,0.0,0.34,0.66,2,2,1,4,5,4,1,7,1,3,4,4,4,3,49,Restricted Area,201942
1,Shot Area,In The Paint (Non-RA),133,299,0.445,0,0,0.0,0.445,25,0.173,0.827,0.0,0.0,0.173,0.827,3,3,2,4,5,4,3,6,3,1,4,4,6,1,49,In The Paint (Non-RA),201942
2,Shot Area,Mid-Range,214,504,0.425,0,0,0.0,0.425,13,0.243,0.757,0.0,0.0,0.243,0.757,1,1,3,4,5,4,5,5,2,2,4,4,5,2,49,Mid-Range,201942
3,Shot Area,Left Corner 3,15,51,0.294,15,51,0.294,0.441,0,0.0,0.0,0.733,0.267,0.733,0.267,5,5,5,2,2,2,4,1,4,4,2,2,2,5,49,Left Corner 3,201942
4,Shot Area,Right Corner 3,11,39,0.282,11,39,0.282,0.423,1,0.0,0.0,0.818,0.182,0.818,0.182,6,6,6,3,3,3,6,3,4,4,1,3,1,6,49,Right Corner 3,201942
5,Shot Area,Above the Break 3,63,193,0.326,63,193,0.326,0.49,1,0.0,0.0,0.635,0.365,0.635,0.365,4,4,4,1,1,1,2,3,4,4,3,1,3,4,49,Above the Break 3,201942
6,Shot Area,Backcourt,0,4,0.0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,4,7,7,49,Backcourt,201942
0,Shot Area,Restricted Area,115,148,0.777,0,0,0.0,0.777,5,0.748,0.252,0.0,0.0,0.748,0.252,1,1,1,5,5,5,1,6,3,1,5,1,6,1,49,Restricted Area,203473
1,Shot Area,In The Paint (Non-RA),43,96,0.448,0,0,0.0,0.448,7,0.814,0.186,0.0,0.0,0.814,0.186,2,2,3,5,5,5,6,7,2,2,5,1,5,2,49,In The Paint (Non-RA),203473
2,Shot Area,Mid-Range,43,93,0.462,1,1,1.0,0.468,0,0.929,0.071,1.0,0.0,0.93,0.07,2,3,2,4,4,1,4,1,1,3,1,1,4,3,49,Mid-Range,203473
3,Shot Area,Left Corner 3,11,31,0.355,11,31,0.355,0.532,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,5,3,3,3,3,1,4,4,1,1,1,4,49,Left Corner 3,203473
4,Shot Area,Right Corner 3,16,38,0.421,16,38,0.421,0.632,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,4,2,2,2,2,1,4,4,1,1,1,4,49,Right Corner 3,203473
5,Shot Area,Above the Break 3,22,71,0.31,22,71,0.31,0.465,0,0.0,0.0,1.0,0.0,1.0,0.0,4,4,6,1,1,4,5,1,4,4,1,1,1,4,49,Above the Break 3,203473
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,5,5,5,7,1,4,4,5,1,7,4,49,Backcourt,203473
0,Shot Area,Restricted Area,103,157,0.656,0,0,0.0,0.656,16,0.738,0.262,0.0,0.0,0.738,0.262,1,1,1,4,5,4,1,7,1,3,4,2,4,3,49,Restricted Area,1626155
1,Shot Area,In The Paint (Non-RA),12,28,0.429,0,0,0.0,0.429,1,0.583,0.417,0.0,0.0,0.583,0.417,2,3,2,4,5,4,2,5,2,2,4,2,5,2,49,In The Paint (Non-RA),1626155
2,Shot Area,Mid-Range,3,14,0.214,0,0,0.0,0.214,1,0.333,0.667,0.0,0.0,0.333,0.667,4,4,4,4,5,4,5,5,3,1,4,2,6,1,49,Mid-Range,1626155
3,Shot Area,Left Corner 3,1,8,0.125,1,8,0.125,0.188,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,6,3,3,3,6,1,4,4,1,2,1,5,49,Left Corner 3,1626155
4,Shot Area,Right Corner 3,2,9,0.222,2,9,0.222,0.333,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,3,2,2,1,3,1,4,4,1,2,1,5,49,Right Corner 3,1626155
5,Shot Area,Above the Break 3,7,42,0.167,7,42,0.167,0.25,0,0.0,0.0,0.857,0.143,0.857,0.143,3,2,5,1,1,2,4,1,4,4,3,1,3,4,49,Above the Break 3,1626155
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,4,4,2,7,5,49,Backcourt,1626155
0,Shot Area,Restricted Area,29,58,0.5,0,0,0.0,0.5,9,0.414,0.586,0.0,0.0,0.414,0.586,3,3,2,4,5,4,4,7,2,2,4,4,5,2,49,Restricted Area,1627098
1,Shot Area,In The Paint (Non-RA),2,25,0.08,0,0,0.0,0.08,8,1.0,0.0,0.0,0.0,1.0,0.0,6,4,6,4,5,4,6,6,1,3,4,4,1,6,49,In The Paint (Non-RA),1627098
2,Shot Area,Mid-Range,32,78,0.41,0,0,0.0,0.41,1,0.344,0.656,0.0,0.0,0.344,0.656,2,2,3,4,5,4,5,5,3,1,4,4,6,1,49,Mid-Range,1627098
3,Shot Area,Left Corner 3,8,23,0.348,8,23,0.348,0.522,0,0.0,0.0,0.75,0.25,0.75,0.25,4,5,5,2,2,3,3,1,4,3,2,2,3,4,49,Left Corner 3,1627098
4,Shot Area,Right Corner 3,5,8,0.625,5,8,0.625,0.938,0,0.0,0.0,0.6,0.4,0.6,0.4,5,6,1,3,3,1,1,1,4,3,3,1,4,3,49,Right Corner 3,1627098
5,Shot Area,Above the Break 3,33,92,0.359,33,92,0.359,0.538,0,0.0,0.0,0.758,0.242,0.758,0.242,1,1,4,1,1,2,2,1,4,3,1,3,2,5,49,Above the Break 3,1627098
6,Shot Area,Backcourt,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,4,4,7,1,4,3,4,4,7,6,49,Backcourt,1627098
0,Shot Area,Restricted Area,7,18,0.389,0,0,0.0,0.389,2,0.286,0.714,0.0,0.0,0.286,0.714,3,3,2,4,5,4,3,6,2,2,4,2,5,2,49,Restricted Area,203521
1,Shot Area,In The Paint (Non-RA),14,40,0.35,0,0,0.0,0.35,4,0.143,0.857,0.0,0.0,0.143,0.857,2,2,4,4,5,4,5,7,3,1,4,2,6,1,49,In The Paint (Non-RA),203521
2,Shot Area,Mid-Range,5,17,0.294,0,1,0.0,0.294,0,0.6,0.4,0.0,0.0,0.6,0.4,4,4,5,4,4,4,6,1,1,3,4,2,4,3,49,Mid-Range,203521
3,Shot Area,Left Corner 3,1,4,0.25,1,4,0.25,0.375,0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,6,3,3,3,4,1,4,4,1,2,1,5,49,Left Corner 3,203521
4,Shot Area,Right Corner 3,4,7,0.571,4,7,0.571,0.857,0,0.0,0.0,1.0,0.0,1.0,0.0,5,5,1,2,2,1,1,1,4,4,1,2,1,5,49,Right Corner 3,203521
5,Shot Area,Above the Break 3,24,66,0.364,24,66,0.364,0.545,0,0.0,0.0,0.875,0.125,0.875,0.125,1,1,3,1,1,2,2,1,4,4,3,1,3,4,49,Above the Break 3,203521
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,4,5,4,7,1,4,4,4,2,7,5,49,Backcourt,203521
0,Shot Area,Restricted Area,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,Restricted Area,2736
1,Shot Area,In The Paint (Non-RA),0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,2,1,2,1,1,1,2,1,49,In The Paint (Non-RA),2736
2,Shot Area,Mid-Range,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,1,1,2,1,2,1,1,1,2,1,49,Mid-Range,2736
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,1,1,2,1,2,1,1,1,2,1,49,Left Corner 3,2736
4,Shot Area,Above the Break 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,1,1,2,1,2,1,1,1,2,1,49,Above the Break 3,2736
0,Shot Area,Restricted Area,70,95,0.737,0,0,0.0,0.737,8,0.829,0.171,0.0,0.0,0.829,0.171,1,1,1,1,1,1,1,7,2,2,1,1,2,2,49,Restricted Area,1627767
1,Shot Area,In The Paint (Non-RA),15,36,0.417,0,0,0.0,0.417,6,0.667,0.333,0.0,0.0,0.667,0.333,3,3,2,1,1,1,2,6,3,1,1,1,3,1,49,In The Paint (Non-RA),1627767
2,Shot Area,Mid-Range,17,45,0.378,0,0,0.0,0.378,1,0.941,0.059,0.0,0.0,0.941,0.059,2,2,3,1,1,1,3,5,1,3,1,1,1,3,49,Mid-Range,1627767
3,Shot Area,Left Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Left Corner 3,1627767
4,Shot Area,Right Corner 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Right Corner 3,1627767
5,Shot Area,Above the Break 3,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Above the Break 3,1627767
6,Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,1,1,1,4,1,4,4,1,1,4,4,49,Backcourt,1627767
0,Shot Area,Restricted Area,67,111,0.604,0,0,0.0,0.604,22,0.642,0.358,0.0,0.0,0.642,0.358,2,2,1,5,5,5,1,7,3,1,5,3,6,1,49,Restricted Area,203476
