,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,CFID,CFPARAMS,PID
249,Overall,2017-18,36,17,19,0.472,13.4,105.0,107.8,-2.8,0.098,1.43,10.9,0.07,0.26,0.166,7.6,0.534,0.563,0.227,98.05,0.135,111,208,3.1,5.8,0.534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2744
250,Overall,2017-18,20,10,10,0.5,8.2,98.1,111.9,-13.8,0.135,3.0,30.0,0.013,0.109,0.058,10.0,0.481,0.499,0.094,98.83,0.047,12,27,0.6,1.4,0.444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2210
251,Overall,2017-18,14,8,6,0.571,14.7,96.1,112.0,-15.8,0.331,2.44,31.8,0.025,0.149,0.083,13.0,0.438,0.478,0.198,101.68,0.098,27,72,1.9,5.1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201943
252,Overall,2017-18,74,45,29,0.608,15.3,107.8,104.2,3.6,0.057,1.56,9.7,0.053,0.195,0.123,6.2,0.562,0.586,0.157,96.79,0.091,159,341,2.1,4.6,0.466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201973
253,Overall,2017-18,74,47,27,0.635,15.8,103.6,101.3,2.3,0.137,2.15,25.1,0.116,0.19,0.153,11.7,0.558,0.575,0.128,102.89,0.088,140,260,1.9,3.5,0.538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,101161
254,Overall,2017-18,18,2,16,0.111,5.4,98.1,105.9,-7.8,0.03,0.4,3.9,0.093,0.253,0.168,9.8,0.476,0.486,0.2,104.29,0.106,20,42,1.1,2.3,0.476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627744
255,Overall,2017-18,31,21,10,0.677,5.2,101.3,90.5,10.7,0.083,2.67,13.6,0.109,0.127,0.118,5.1,0.564,0.575,0.142,94.93,0.089,22,39,0.7,1.3,0.564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626177
256,Overall,2017-18,73,37,36,0.507,26.6,105.4,104.9,0.5,0.22,1.99,25.3,0.036,0.168,0.103,12.7,0.55,0.575,0.191,98.38,0.112,309,614,4.2,8.4,0.503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201949
257,Overall,2017-18,55,35,20,0.636,21.9,101.5,105.4,-3.9,0.109,1.69,16.2,0.013,0.144,0.078,9.6,0.461,0.49,0.161,97.89,0.07,146,360,2.7,6.5,0.406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2207
258,Overall,2017-18,4,1,3,0.25,18.8,123.2,119.0,4.2,0.106,2.33,22.6,0.068,0.117,0.092,9.7,0.524,0.524,0.14,98.12,0.053,9,21,2.3,5.3,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204179
259,Overall,2017-18,69,33,36,0.478,27.4,103.8,104.2,-0.4,0.086,1.45,13.8,0.019,0.13,0.073,9.5,0.435,0.48,0.164,98.63,0.059,210,560,3.0,8.1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626169
260,Overall,2017-18,72,39,33,0.542,28.5,105.1,103.9,1.2,0.123,2.04,16.3,0.019,0.119,0.068,8.0,0.518,0.549,0.185,98.1,0.087,309,711,4.3,9.9,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204020
261,Overall,2017-18,74,38,36,0.514,20.1,105.4,106.9,-1.5,0.056,1.11,12.0,0.022,0.136,0.08,10.8,0.489,0.512,0.13,101.88,0.058,150,368,2.0,5.0,0.408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202325
262,Overall,2017-18,75,43,32,0.573,32.6,112.6,108.0,4.6,0.286,2.18,25.2,0.092,0.282,0.187,11.6,0.554,0.603,0.242,98.02,0.169,504,1010,6.7,13.5,0.499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203999
263,Overall,2017-18,15,7,8,0.467,5.9,102.0,99.8,2.2,0.037,0.5,6.6,0.067,0.107,0.088,13.2,0.5,0.517,0.151,96.55,0.033,11,22,0.7,1.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627745
264,Overall,2017-18,16,3,13,0.188,11.3,108.2,118.8,-10.6,0.032,0.57,4.6,0.074,0.184,0.122,8.0,0.456,0.485,0.2,96.59,0.051,26,68,1.6,4.3,0.382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627883
265,Overall,2017-18,82,47,35,0.573,17.9,111.8,105.7,6.1,0.215,3.93,35.4,0.012,0.094,0.052,9.0,0.526,0.572,0.129,96.79,0.09,150,328,1.8,4.0,0.457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626145
266,Overall,2017-18,20,9,11,0.45,12.3,96.6,102.5,-6.0,0.056,1.29,11.3,0.088,0.074,0.081,8.8,0.425,0.48,0.126,97.51,0.046,21,53,1.1,2.7,0.396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627884
267,Overall,2017-18,77,39,38,0.506,31.5,106.2,109.0,-2.8,0.074,0.85,12.1,0.15,0.377,0.264,14.1,0.645,0.648,0.153,99.97,0.152,373,578,4.8,7.5,0.645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201599
268,Overall,2017-18,82,48,34,0.585,27.0,105.7,105.7,0.0,0.164,2.99,26.2,0.02,0.114,0.067,8.8,0.479,0.503,0.147,98.07,0.078,256,604,3.1,7.4,0.424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202709
269,Overall,2017-18,79,35,44,0.443,23.2,106.9,110.0,-3.1,0.113,1.95,12.9,0.027,0.154,0.087,6.6,0.501,0.545,0.208,99.15,0.098,307,716,3.9,9.1,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626163
270,Overall,2017-18,71,27,44,0.38,25.8,104.4,110.7,-6.3,0.091,0.86,10.3,0.165,0.311,0.237,11.9,0.592,0.63,0.215,99.35,0.161,422,713,5.9,10.0,0.592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202683
271,Overall,2017-18,73,34,39,0.466,20.0,106.8,103.0,3.9,0.127,1.8,17.9,0.016,0.117,0.067,10.0,0.53,0.56,0.175,97.43,0.086,206,465,2.8,6.4,0.443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628379
272,Overall,2017-18,74,34,40,0.459,25.0,108.1,105.8,2.3,0.057,1.34,9.4,0.048,0.127,0.087,7.0,0.504,0.536,0.161,101.04,0.074,282,560,3.8,7.6,0.504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203077
273,Overall,2017-18,52,22,30,0.423,12.3,101.1,110.7,-9.5,0.121,1.21,11.2,0.008,0.147,0.074,9.3,0.452,0.507,0.247,100.08,0.086,110,294,2.1,5.7,0.374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203930
274,Overall,2017-18,72,20,52,0.278,16.8,101.5,105.3,-3.8,0.066,1.7,12.3,0.061,0.156,0.106,7.2,0.553,0.576,0.138,97.9,0.08,151,309,2.1,4.3,0.489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628467
275,Overall,2017-18,14,11,3,0.786,5.7,94.9,120.9,-26.1,0.077,2.0,11.2,0.022,0.136,0.07,5.6,0.375,0.386,0.167,102.65,0.01,8,28,0.6,2.0,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627788
276,Overall,2017-18,20,6,14,0.3,16.3,101.1,112.8,-11.7,0.114,2.17,15.5,0.035,0.182,0.106,7.1,0.504,0.516,0.192,100.19,0.083,49,125,2.5,6.3,0.392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628436
277,Overall,2017-18,73,43,30,0.589,21.6,111.7,104.2,7.5,0.079,1.6,13.4,0.007,0.106,0.059,8.4,0.628,0.652,0.16,101.22,0.083,222,484,3.0,6.6,0.459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2594
278,Overall,2017-18,71,22,49,0.31,19.6,98.8,107.1,-8.4,0.1,1.78,15.6,0.112,0.267,0.186,8.8,0.571,0.566,0.153,95.76,0.124,222,389,3.1,5.5,0.571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201585
279,Overall,2017-18,77,34,43,0.442,31.2,104.4,106.4,-2.0,0.091,1.01,10.0,0.039,0.174,0.107,9.9,0.527,0.549,0.224,102.79,0.104,468,1039,6.1,13.5,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628398
280,Overall,2017-18,1,0,1,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,90.81,-4.0,0,2,0.0,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627851
281,Overall,2017-18,24,9,15,0.375,27.3,101.6,114.8,-13.2,0.187,1.67,13.9,0.014,0.15,0.078,8.3,0.442,0.499,0.296,100.71,0.092,136,355,5.7,14.8,0.383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203897
282,Overall,2017-18,60,19,41,0.317,20.7,104.1,108.8,-4.7,0.088,0.99,11.0,0.087,0.178,0.131,11.1,0.467,0.513,0.209,97.87,0.084,205,458,3.4,7.6,0.448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627746
283,Overall,2017-18,80,36,44,0.45,24.6,108.1,107.2,0.9,0.154,2.0,15.5,0.027,0.156,0.091,7.7,0.513,0.559,0.225,99.76,0.116,380,832,4.8,10.4,0.457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203087
284,Overall,2017-18,54,39,15,0.722,14.3,100.8,99.0,1.9,0.21,2.97,26.8,0.021,0.112,0.066,9.0,0.454,0.491,0.158,95.79,0.084,84,219,1.6,4.1,0.384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203499
285,Overall,2017-18,55,30,25,0.545,9.7,101.4,107.2,-5.8,0.121,1.24,14.4,0.136,0.238,0.186,11.6,0.516,0.536,0.199,99.73,0.119,98,190,1.8,3.5,0.516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203530
286,Overall,2017-18,34,21,13,0.618,4.7,97.6,109.7,-12.1,0.099,2.2,17.1,0.03,0.088,0.059,7.8,0.34,0.352,0.149,96.19,0.027,14,47,0.4,1.4,0.298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627774
287,Overall,2017-18,71,25,46,0.352,26.2,102.3,108.4,-6.2,0.265,1.95,23.6,0.03,0.118,0.073,12.1,0.493,0.525,0.224,101.92,0.099,320,735,4.5,10.4,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627747
288,Overall,2017-18,53,31,22,0.585,8.7,103.5,113.5,-10.0,0.028,0.9,5.6,0.067,0.136,0.1,6.2,0.537,0.545,0.144,98.99,0.061,64,136,1.2,2.6,0.471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628388
289,Overall,2017-18,76,27,49,0.355,30.4,103.7,109.8,-6.1,0.113,2.14,16.8,0.015,0.093,0.054,7.8,0.529,0.564,0.169,99.22,0.085,343,755,4.5,9.9,0.454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201584
290,Overall,2017-18,15,4,11,0.267,27.0,99.3,105.0,-5.7,0.109,2.07,14.0,0.028,0.147,0.089,6.7,0.457,0.489,0.188,102.52,0.086,62,152,4.1,10.1,0.408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627814
291,Overall,2017-18,5,4,1,0.8,7.0,109.6,123.6,-13.9,0.172,1.25,19.0,0.0,0.074,0.037,15.2,0.469,0.491,0.272,108.33,0.03,7,16,1.4,3.2,0.438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627215
292,Overall,2017-18,69,20,49,0.29,20.2,101.4,110.2,-8.8,0.093,1.05,12.8,0.133,0.26,0.197,12.2,0.567,0.612,0.169,103.35,0.129,214,378,3.1,5.5,0.566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203458
293,Overall,2017-18,9,5,4,0.556,23.3,100.9,95.2,5.7,0.191,1.31,12.7,0.031,0.175,0.105,9.7,0.518,0.572,0.313,98.11,0.182,52,111,5.8,12.3,0.468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202695
294,Overall,2017-18,33,17,16,0.515,7.7,104.5,114.4,-9.8,0.11,1.7,15.5,0.053,0.28,0.161,9.1,0.66,0.676,0.163,99.24,0.12,46,78,1.4,2.4,0.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203086
295,Overall,2017-18,8,5,3,0.625,17.1,99.7,96.9,2.8,0.051,0.71,9.2,0.054,0.21,0.129,12.8,0.417,0.505,0.159,101.93,0.07,15,36,1.9,4.5,0.417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202720
296,Overall,2017-18,58,34,24,0.586,12.5,99.3,110.3,-11.0,0.091,2.4,27.2,0.011,0.118,0.061,11.4,0.467,0.467,0.082,98.32,0.035,40,106,0.7,1.8,0.377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202732
297,Overall,2017-18,73,44,29,0.603,36.6,108.3,103.5,4.8,0.301,2.33,20.6,0.025,0.106,0.066,8.8,0.519,0.594,0.301,100.2,0.165,621,1415,8.5,19.4,0.439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203081
298,Overall,2017-18,1,0,1,0.0,25.2,108.9,120.7,-11.8,0.235,1.33,18.1,0.0,0.0,0.0,13.6,0.458,0.597,0.261,119.62,0.071,5,12,5.0,12.0,0.417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202391
299,Overall,2017-18,71,49,22,0.69,15.9,109.8,101.3,8.4,0.169,2.41,24.7,0.035,0.092,0.066,10.2,0.501,0.533,0.172,99.87,0.075,172,343,2.4,4.8,0.501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2733
300,Overall,2017-18,66,45,21,0.682,13.8,112.4,103.8,8.6,0.062,1.35,14.0,0.106,0.157,0.133,10.3,0.583,0.588,0.125,100.3,0.079,112,193,1.7,2.9,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626172
301,Overall,2017-18,74,34,40,0.459,23.4,105.0,107.8,-2.8,0.113,1.29,11.6,0.046,0.131,0.089,9.0,0.536,0.557,0.234,103.05,0.092,369,793,5.0,10.7,0.465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201572
302,Overall,2017-18,64,23,41,0.359,26.4,100.2,107.0,-6.8,0.119,1.16,13.5,0.081,0.101,0.091,11.7,0.533,0.552,0.206,99.99,0.087,342,645,5.3,10.1,0.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201577
303,Overall,2017-18,59,37,22,0.627,28.0,112.2,111.3,0.9,0.099,1.14,9.9,0.071,0.299,0.187,8.7,0.552,0.614,0.252,98.98,0.15,334,729,5.7,12.4,0.458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201567
304,Overall,2017-18,78,57,21,0.731,32.2,111.6,104.1,7.5,0.307,2.93,30.2,0.03,0.157,0.095,10.3,0.553,0.598,0.215,100.74,0.136,403,944,5.2,12.1,0.427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200768
305,Overall,2017-18,52,29,23,0.558,15.5,103.4,102.7,0.7,0.098,1.42,14.0,0.019,0.072,0.046,9.9,0.474,0.511,0.174,102.48,0.041,100,267,1.9,5.1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627789
306,Overall,2017-18,1,1,0,1.0,2.2,104.2,225.0,-120.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21,0.0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628399
307,Overall,2017-18,73,41,32,0.562,19.1,108.1,109.0,-0.9,0.105,1.49,11.9,0.045,0.241,0.142,8.0,0.566,0.591,0.211,98.77,0.128,270,550,3.7,7.5,0.491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626168
308,Overall,2017-18,69,21,48,0.304,19.8,102.3,105.2,-2.9,0.308,3.06,33.3,0.019,0.118,0.069,10.9,0.488,0.518,0.179,98.3,0.103,178,414,2.6,6.0,0.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202714
309,Overall,2017-18,18,3,15,0.167,12.0,103.1,105.6,-2.5,0.37,6.33,49.3,0.01,0.088,0.049,7.8,0.413,0.464,0.122,98.67,0.086,15,46,0.8,2.6,0.326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203705
310,Overall,2017-18,77,42,35,0.545,14.9,106.7,105.0,1.6,0.068,0.53,11.6,0.136,0.182,0.158,21.9,0.556,0.601,0.154,98.55,0.061,138,248,1.8,3.2,0.556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,101133
311,Overall,2017-18,74,40,34,0.541,16.7,106.2,110.5,-4.3,0.055,1.05,10.3,0.071,0.154,0.111,9.8,0.46,0.499,0.15,97.2,0.05,130,316,1.8,4.3,0.411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627748
312,Overall,2017-18,39,18,21,0.462,8.7,111.8,105.4,6.5,0.1,0.61,8.8,0.172,0.308,0.244,14.5,0.534,0.616,0.286,100.52,0.166,79,148,2.0,3.8,0.534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626246
313,Overall,2017-18,68,23,45,0.338,29.7,100.3,110.2,-9.8,0.064,0.95,7.2,0.04,0.236,0.135,7.6,0.518,0.552,0.221,100.21,0.114,374,862,5.5,12.7,0.434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628374
314,Overall,2017-18,73,21,52,0.288,22.8,100.8,107.5,-6.8,0.073,0.85,10.3,0.065,0.16,0.11,12.2,0.48,0.516,0.172,97.32,0.066,221,496,3.0,6.8,0.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626185
315,Overall,2017-18,52,17,35,0.327,18.9,103.4,105.3,-1.9,0.233,2.26,22.9,0.034,0.123,0.077,10.1,0.42,0.48,0.231,94.54,0.091,144,380,2.8,7.3,0.379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628412
316,Overall,2017-18,4,3,1,0.75,5.0,93.0,96.7,-3.7,0.0,0.0,0.0,0.167,0.35,0.263,0.0,0.571,0.538,0.152,103.56,0.129,4,7,1.0,1.8,0.571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628493
317,Overall,2017-18,63,20,43,0.317,33.8,103.1,111.1,-7.9,0.125,2.07,17.3,0.014,0.095,0.052,8.3,0.516,0.541,0.177,97.37,0.071,283,697,4.5,11.1,0.406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202083
318,Overall,2017-18,61,52,9,0.852,25.6,111.8,101.2,10.6,0.052,0.81,10.8,0.017,0.113,0.067,13.3,0.572,0.595,0.131,98.95,0.067,166,345,2.7,5.7,0.481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201601
319,Overall,2017-18,3,1,2,0.333,6.0,104.7,101.2,3.5,0.0,0.0,0.0,0.0,0.133,0.061,11.3,0.429,0.508,0.221,102.58,0.046,2,7,0.7,2.3,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203949
320,Overall,2017-18,57,41,16,0.719,16.9,107.2,107.9,-0.7,0.113,1.98,22.4,0.019,0.075,0.048,11.3,0.451,0.477,0.129,101.1,0.046,92,225,1.6,3.9,0.409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627775
321,Overall,2017-18,81,48,33,0.593,36.1,106.3,104.7,1.6,0.156,1.8,13.3,0.02,0.1,0.06,7.4,0.506,0.536,0.265,99.19,0.109,667,1505,8.2,18.6,0.443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203468
322,Overall,2017-18,76,50,26,0.658,22.5,103.2,104.2,-1.0,0.258,2.71,35.5,0.024,0.116,0.071,13.1,0.531,0.545,0.138,102.45,0.099,210,421,2.8,5.5,0.499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204456
323,Overall,2017-18,4,4,0,1.0,1.9,94.1,123.4,-29.3,0.0,0.0,0.0,0.0,0.25,0.125,33.3,0.0,0.0,0.189,106.96,-0.031,0,2,0.0,0.5,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628571
324,Overall,2017-18,19,11,8,0.579,4.7,104.0,111.2,-7.1,0.082,2.0,7.4,0.082,0.22,0.15,3.7,0.44,0.478,0.23,104.35,0.103,18,42,0.9,2.2,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626191
325,Overall,2017-18,81,30,51,0.37,21.8,104.0,105.7,-1.7,0.065,1.41,11.6,0.025,0.099,0.062,8.3,0.557,0.579,0.149,98.97,0.069,237,508,2.9,6.3,0.467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203926
326,Overall,2017-18,65,45,20,0.692,9.5,110.9,106.7,4.2,0.08,1.22,10.9,0.115,0.188,0.153,8.9,0.621,0.641,0.189,102.9,0.118,136,219,2.1,3.4,0.621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201580
327,Overall,2017-18,18,11,7,0.611,16.6,112.0,105.9,6.1,0.075,4.25,17.4,0.039,0.085,0.06,4.1,0.596,0.595,0.118,97.13,0.065,36,73,2.0,4.1,0.493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203585
328,Overall,2017-18,1,1,0,1.0,1.2,138.9,138.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.09,0.0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203590
329,Overall,2017-18,14,13,1,0.929,3.8,111.0,112.0,-1.0,0.027,0.33,4.9,0.023,0.113,0.073,14.8,0.633,0.643,0.175,99.04,0.052,8,15,0.6,1.1,0.533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628035
330,Overall,2017-18,56,7,49,0.125,19.5,97.5,110.6,-13.2,0.078,0.84,9.9,0.034,0.114,0.073,11.9,0.495,0.526,0.187,98.54,0.056,157,373,2.8,6.7,0.421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203463
331,Overall,2017-18,2,2,0,1.0,2.9,100.0,101.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,99.67,-0.128,0,1,0.0,0.5,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201177
