,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,CFID,CFPARAMS,PID
332,Overall,2017-18,77,41,36,0.532,14.5,103.6,108.7,-5.1,0.1,1.89,12.7,0.015,0.118,0.064,6.7,0.491,0.548,0.189,99.54,0.092,157,393,2.0,5.1,0.399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201975
333,Overall,2017-18,61,21,40,0.344,11.9,106.5,103.7,2.8,0.071,0.9,14.6,0.127,0.244,0.185,16.2,0.642,0.644,0.129,95.97,0.103,88,137,1.4,2.2,0.642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626257
334,Overall,2017-18,23,15,8,0.652,12.4,102.6,109.2,-6.5,0.051,0.5,7.7,0.076,0.253,0.166,15.3,0.488,0.515,0.176,94.64,0.08,39,82,1.7,3.6,0.476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626175
335,Overall,2017-18,82,44,38,0.537,36.4,109.6,107.5,2.1,0.172,1.72,16.8,0.018,0.15,0.084,9.8,0.524,0.577,0.245,98.6,0.114,593,1272,7.2,15.5,0.466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203114
336,Overall,2017-18,70,50,20,0.714,19.1,109.4,102.2,7.2,0.061,1.41,7.5,0.015,0.113,0.063,5.3,0.516,0.545,0.221,100.0,0.077,227,599,3.2,8.6,0.379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,101139
337,Overall,2017-18,82,48,34,0.585,23.7,108.7,107.5,1.2,0.076,1.91,16.2,0.01,0.08,0.046,8.5,0.594,0.617,0.129,102.34,0.056,216,487,2.6,5.9,0.444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203121
338,Overall,2017-18,15,15,0,1.0,8.4,105.9,101.4,4.5,0.034,0.6,7.9,0.034,0.098,0.066,13.2,0.607,0.638,0.118,98.87,0.054,13,28,0.9,1.9,0.464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626259
339,Overall,2017-18,82,47,35,0.573,25.7,107.7,104.8,2.9,0.158,2.16,21.4,0.014,0.07,0.041,9.9,0.523,0.558,0.177,97.29,0.075,280,682,3.4,8.3,0.411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201988
340,Overall,2017-18,38,22,16,0.579,30.1,111.1,107.1,4.1,0.139,1.44,15.4,0.065,0.171,0.119,10.7,0.509,0.549,0.222,98.77,0.105,202,435,5.3,11.4,0.464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200794
341,Overall,2017-18,55,34,21,0.618,27.2,109.6,105.1,4.5,0.079,1.29,9.0,0.042,0.241,0.143,7.0,0.546,0.577,0.23,103.2,0.13,306,684,5.6,12.4,0.447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202703
342,Overall,2017-18,79,46,33,0.582,33.4,107.3,100.9,6.4,0.189,1.35,14.6,0.023,0.103,0.063,10.8,0.506,0.541,0.288,98.35,0.109,595,1362,7.5,17.2,0.437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628378
343,Overall,2017-18,1,0,1,0.0,0.5,266.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.532,133.78,0.6,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628513
344,Overall,2017-18,63,26,37,0.413,13.5,100.6,112.7,-12.2,0.178,1.86,15.6,0.009,0.077,0.041,8.4,0.458,0.477,0.247,101.64,0.063,153,425,2.4,6.7,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628370
345,Overall,2017-18,51,21,30,0.412,20.4,100.5,110.9,-10.3,0.189,1.21,17.6,0.116,0.278,0.194,14.5,0.565,0.598,0.223,99.84,0.153,218,386,4.3,7.6,0.565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202328
346,Overall,2017-18,2,1,1,0.5,4.0,73.9,100.0,-26.1,0.0,0.0,0.0,0.0,0.222,0.111,66.7,0.0,0.0,0.189,93.22,-0.031,0,1,0.0,0.5,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626242
347,Overall,2017-18,2,1,1,0.5,4.6,87.4,163.6,-76.1,0.111,0.0,100.0,0.0,0.333,0.083,0.0,0.0,0.0,0.0,114.48,-0.041,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628500
348,Overall,2017-18,82,48,34,0.585,31.5,108.6,105.3,3.3,0.099,1.83,16.2,0.025,0.073,0.05,8.9,0.585,0.593,0.161,102.94,0.073,423,832,5.2,10.1,0.508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202734
349,Overall,2017-18,67,32,35,0.478,12.0,100.3,99.7,0.6,0.141,1.9,30.7,0.112,0.281,0.195,16.2,0.541,0.531,0.1,96.1,0.103,66,122,1.0,1.8,0.541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203961
350,Overall,2017-18,6,2,4,0.333,16.4,87.7,105.4,-17.7,0.13,1.17,15.6,0.021,0.144,0.083,13.3,0.438,0.438,0.16,105.93,0.077,13,32,2.2,5.3,0.406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628537
351,Overall,2017-18,54,34,20,0.63,26.7,104.7,104.8,-0.1,0.082,1.11,8.8,0.033,0.189,0.11,8.0,0.499,0.541,0.227,99.31,0.106,262,611,4.9,11.3,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202694
352,Overall,2017-18,73,37,36,0.507,27.0,107.0,106.9,0.1,0.107,1.12,14.0,0.044,0.191,0.119,12.5,0.536,0.566,0.197,98.06,0.092,330,687,4.5,9.4,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202693
353,Overall,2017-18,3,2,1,0.667,8.4,102.8,112.6,-9.9,0.368,7.0,47.0,0.0,0.095,0.048,6.7,0.667,0.727,0.139,103.04,0.167,4,6,1.3,2.0,0.667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628420
354,Overall,2017-18,11,1,10,0.091,16.0,99.9,105.5,-5.5,0.078,0.78,6.8,0.079,0.226,0.148,8.7,0.54,0.55,0.244,94.8,0.126,40,75,3.6,6.8,0.533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628405
355,Overall,2017-18,31,12,19,0.387,11.6,94.2,105.5,-11.2,0.05,0.33,7.3,0.093,0.2,0.146,22.0,0.581,0.617,0.165,104.51,0.085,52,93,1.7,3.0,0.559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202389
356,Overall,2017-18,64,29,35,0.453,19.4,101.4,113.0,-11.5,0.254,1.82,22.8,0.022,0.11,0.065,12.5,0.433,0.474,0.237,101.1,0.08,204,526,3.2,8.2,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626144
357,Overall,2017-18,43,25,18,0.581,9.7,104.0,115.2,-11.2,0.055,2.33,6.1,0.062,0.151,0.105,2.6,0.465,0.51,0.23,99.51,0.09,84,188,2.0,4.4,0.447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203498
358,Overall,2017-18,6,2,4,0.333,3.5,86.9,125.5,-38.6,0.364,2.0,31.1,0.067,0.0,0.032,15.5,0.167,0.218,0.186,96.63,-0.047,1,6,0.2,1.0,0.167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204098
359,Overall,2017-18,81,47,34,0.58,21.5,103.8,98.1,5.7,0.202,1.72,22.2,0.068,0.22,0.143,12.9,0.451,0.485,0.207,97.18,0.117,270,609,3.3,7.5,0.443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627749
360,Overall,2017-18,81,46,35,0.568,31.7,113.0,109.7,3.3,0.159,1.59,16.9,0.037,0.097,0.067,10.6,0.529,0.576,0.231,98.37,0.096,479,1062,5.9,13.1,0.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627750
361,Overall,2017-18,53,14,39,0.264,20.0,103.2,108.1,-4.9,0.074,1.21,11.8,0.057,0.171,0.115,9.7,0.558,0.597,0.154,102.53,0.096,143,312,2.7,5.9,0.458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203488
362,Overall,2017-18,48,33,15,0.688,10.9,98.1,108.2,-10.1,0.078,0.76,11.5,0.027,0.122,0.075,15.0,0.413,0.439,0.168,99.58,0.033,50,149,1.0,3.1,0.336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627846
363,Overall,2017-18,66,32,34,0.485,21.5,104.7,103.2,1.5,0.085,1.61,13.5,0.119,0.226,0.171,8.4,0.584,0.605,0.158,101.48,0.128,240,413,3.6,6.3,0.581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626204
364,Overall,2017-18,74,46,28,0.622,20.7,105.7,103.6,2.1,0.149,1.67,18.0,0.019,0.101,0.061,10.8,0.497,0.544,0.198,97.39,0.099,223,531,3.0,7.2,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203894
365,Overall,2017-18,50,25,25,0.5,20.3,104.3,108.5,-4.2,0.255,2.67,35.9,0.015,0.1,0.058,13.4,0.473,0.489,0.142,99.83,0.065,95,244,1.9,4.9,0.389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2749
366,Overall,2017-18,41,28,13,0.683,12.2,107.7,96.8,10.9,0.23,2.08,27.0,0.016,0.089,0.054,13.0,0.52,0.55,0.182,98.29,0.088,69,151,1.7,3.7,0.457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203526
367,Overall,2017-18,9,9,0,1.0,3.5,90.1,99.7,-9.6,0.167,1.0,16.8,0.103,0.214,0.158,16.8,0.364,0.379,0.208,102.76,0.086,4,11,0.4,1.2,0.364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627777
368,Overall,2017-18,7,1,6,0.143,5.7,85.1,88.9,-3.8,0.2,1.0,20.2,0.14,0.211,0.173,20.2,0.5,0.51,0.164,103.14,0.114,5,10,0.7,1.4,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201149
369,Overall,2017-18,30,6,24,0.2,15.7,95.1,106.6,-11.6,0.07,0.77,12.2,0.101,0.304,0.193,15.9,0.524,0.558,0.136,98.31,0.115,55,105,1.8,3.5,0.524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203457
370,Overall,2017-18,49,36,13,0.735,8.5,108.0,96.4,11.7,0.074,1.38,16.9,0.049,0.183,0.117,12.3,0.644,0.661,0.119,98.54,0.106,49,80,1.0,1.6,0.613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203512
371,Overall,2017-18,77,24,53,0.312,24.7,106.3,109.7,-3.4,0.098,2.35,12.3,0.013,0.25,0.13,5.2,0.547,0.575,0.206,97.47,0.119,346,758,4.5,9.8,0.456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1717
372,Overall,2017-18,78,28,50,0.359,21.9,102.2,104.9,-2.8,0.21,1.91,27.4,0.024,0.09,0.057,14.4,0.414,0.437,0.171,98.72,0.048,182,500,2.3,6.4,0.364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628373
373,Overall,2017-18,79,48,31,0.608,26.4,105.3,102.2,3.1,0.115,0.78,10.2,0.097,0.265,0.181,13.1,0.505,0.528,0.262,99.81,0.127,480,951,6.1,12.0,0.505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203994
374,Overall,2017-18,70,26,44,0.371,23.5,102.5,108.9,-6.5,0.094,1.35,15.0,0.057,0.159,0.107,11.1,0.499,0.542,0.155,100.69,0.075,202,423,2.9,6.0,0.478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628021
375,Overall,2017-18,36,15,21,0.417,10.5,94.6,104.9,-10.4,0.067,0.93,6.6,0.072,0.193,0.127,7.1,0.439,0.47,0.227,100.46,0.08,68,171,1.9,4.8,0.398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203948
376,Overall,2017-18,69,43,26,0.623,16.7,107.6,97.3,10.3,0.122,1.73,20.3,0.025,0.199,0.114,11.8,0.496,0.54,0.145,97.63,0.092,120,284,1.7,4.1,0.423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626220
377,Overall,2017-18,77,28,49,0.364,18.0,105.8,107.3,-1.5,0.166,1.58,22.6,0.101,0.277,0.191,14.3,0.589,0.625,0.173,98.41,0.137,224,384,2.9,5.0,0.583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203124
378,Overall,2017-18,73,50,23,0.685,15.8,99.0,103.8,-4.8,0.026,0.8,8.0,0.035,0.119,0.076,10.0,0.452,0.473,0.091,97.34,0.032,65,188,0.9,2.6,0.346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628400
379,Overall,2017-18,26,16,10,0.615,13.6,103.3,100.5,2.7,0.028,0.62,6.4,0.13,0.198,0.165,10.3,0.505,0.545,0.137,106.16,0.096,48,95,1.8,3.7,0.505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2731
380,Overall,2017-18,28,7,21,0.25,12.6,92.3,116.6,-24.3,0.07,0.57,6.5,0.066,0.213,0.137,11.4,0.562,0.584,0.224,97.08,0.105,77,138,2.8,4.9,0.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626143
381,Overall,2017-18,75,48,27,0.64,34.0,109.3,102.9,6.4,0.209,1.47,15.8,0.021,0.146,0.086,10.7,0.537,0.577,0.3,98.83,0.148,640,1342,8.5,17.9,0.477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203506
382,Overall,2017-18,76,42,34,0.553,23.4,109.4,104.5,4.9,0.18,1.41,19.4,0.059,0.225,0.142,13.8,0.58,0.612,0.219,96.81,0.122,316,636,4.2,8.4,0.497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203482
383,Overall,2017-18,1,0,1,0.0,21.6,80.5,96.9,-16.4,0.1,0.33,11.1,0.048,0.176,0.105,33.3,0.4,0.4,0.187,90.18,-0.033,2,5,2.0,5.0,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627778
384,Overall,2017-18,61,35,26,0.574,11.0,110.9,109.1,1.7,0.084,1.28,14.7,0.033,0.165,0.101,11.5,0.57,0.577,0.156,99.98,0.067,90,186,1.5,3.0,0.484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626224
385,Overall,2017-18,81,43,38,0.531,27.5,105.9,107.5,-1.6,0.067,1.09,9.1,0.029,0.155,0.092,8.3,0.482,0.534,0.193,99.8,0.079,318,790,3.9,9.8,0.403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626162
386,Overall,2017-18,69,47,22,0.681,14.1,116.7,105.5,11.2,0.141,1.51,22.4,0.11,0.253,0.186,14.8,0.564,0.612,0.168,102.62,0.106,149,264,2.2,3.8,0.564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2585
387,Overall,2017-18,5,4,1,0.8,5.6,120.7,110.9,9.8,0.143,0.0,16.8,0.0,0.174,0.078,0.0,0.357,0.403,0.228,96.08,0.077,4,14,0.8,2.8,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627779
388,Overall,2017-18,17,3,14,0.176,7.2,109.5,119.2,-9.7,0.097,1.13,15.3,0.119,0.235,0.175,13.6,0.429,0.429,0.175,99.01,0.071,18,42,1.1,2.5,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627834
389,Overall,2017-18,31,16,15,0.516,24.0,106.0,109.5,-3.5,0.129,1.31,12.8,0.062,0.164,0.112,9.8,0.529,0.55,0.233,100.67,0.111,160,332,5.2,10.7,0.482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203953
390,Overall,2017-18,55,32,23,0.582,19.5,104.5,105.3,-0.8,0.282,2.87,28.5,0.007,0.093,0.049,9.9,0.472,0.498,0.206,97.15,0.094,178,388,3.2,7.1,0.459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2225
391,Overall,2017-18,36,12,24,0.333,19.2,105.9,112.4,-6.5,0.158,1.97,19.7,0.024,0.133,0.077,10.0,0.571,0.578,0.186,97.22,0.092,108,234,3.0,6.5,0.462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202718
392,Overall,2017-18,82,48,34,0.585,15.5,102.7,104.9,-2.2,0.068,1.73,15.1,0.027,0.148,0.086,8.8,0.523,0.555,0.114,96.69,0.074,106,266,1.3,3.2,0.398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202335
393,Overall,2017-18,1,0,1,0.0,3.7,135.1,93.4,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.225,119.06,0.057,1,2,1.0,2.0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628383
394,Overall,2017-18,64,38,26,0.594,9.0,100.2,100.0,0.2,0.096,1.28,17.5,0.012,0.124,0.067,13.7,0.492,0.504,0.135,99.12,0.051,55,127,0.9,2.0,0.433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203464
395,Overall,2017-18,58,50,8,0.862,31.8,116.6,103.8,12.8,0.389,3.57,30.9,0.023,0.17,0.097,8.6,0.55,0.604,0.248,98.39,0.166,367,798,6.3,13.8,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,101108
396,Overall,2017-18,5,0,5,0.0,8.5,98.7,120.9,-22.2,0.0,0.0,0.0,0.054,0.25,0.138,13.7,0.8,0.831,0.151,98.49,0.12,7,10,1.4,2.0,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203940
397,Overall,2017-18,25,7,18,0.28,23.3,101.5,110.2,-8.7,0.294,3.14,30.5,0.031,0.098,0.062,9.7,0.486,0.498,0.187,101.46,0.088,87,215,3.5,8.6,0.405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626166
398,Overall,2017-18,63,13,50,0.206,28.7,102.9,114.3,-11.5,0.328,2.34,30.2,0.037,0.13,0.082,12.9,0.516,0.538,0.215,102.55,0.108,329,667,5.2,10.6,0.493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203901
399,Overall,2017-18,23,10,13,0.435,9.6,109.1,106.6,2.6,0.13,3.0,19.8,0.064,0.163,0.112,6.6,0.446,0.443,0.166,99.76,0.058,30,74,1.3,3.2,0.405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627780
400,Overall,2017-18,1,0,1,0.0,14.5,123.4,116.6,6.8,0.182,2.0,34.0,0.0,0.1,0.053,17.0,0.5,0.521,0.115,103.18,0.042,1,2,1.0,2.0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2570
401,Overall,2017-18,14,8,6,0.571,4.7,107.0,124.1,-17.0,0.102,5.0,23.6,0.019,0.07,0.041,4.7,0.154,0.23,0.108,95.78,-0.008,2,13,0.1,0.9,0.154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628506
402,Overall,2017-18,20,2,18,0.1,11.2,107.6,106.6,1.0,0.073,3.0,12.7,0.037,0.131,0.084,4.2,0.5,0.523,0.156,100.94,0.071,28,74,1.4,3.7,0.378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628409
403,Overall,2017-18,8,5,3,0.625,6.5,91.1,90.2,0.9,0.063,0.67,13.3,0.087,0.271,0.181,19.9,0.333,0.697,0.108,104.9,0.083,1,3,0.1,0.4,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627850
404,Overall,2017-18,74,40,34,0.541,19.5,107.1,108.8,-1.7,0.145,1.39,20.6,0.105,0.203,0.155,14.8,0.601,0.586,0.166,99.9,0.098,221,368,3.0,5.0,0.601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203486
405,Overall,2017-18,55,19,36,0.345,16.7,99.7,106.6,-6.9,0.074,0.71,14.3,0.093,0.181,0.137,20.0,0.583,0.574,0.129,100.29,0.071,105,180,1.9,3.3,0.583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203101
406,Overall,2017-18,82,59,23,0.72,18.6,111.0,103.3,7.6,0.054,0.67,10.0,0.123,0.173,0.148,14.9,0.66,0.662,0.148,99.32,0.097,253,384,3.1,4.7,0.659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627751
407,Overall,2017-18,23,6,17,0.261,8.5,87.2,111.9,-24.7,0.078,0.82,11.8,0.039,0.119,0.074,14.4,0.316,0.398,0.152,98.73,0.019,14,49,0.6,2.1,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202347
408,Overall,2017-18,77,42,35,0.545,31.6,109.6,104.5,5.0,0.096,2.09,13.4,0.049,0.179,0.115,6.4,0.581,0.602,0.185,98.36,0.124,445,885,5.8,11.5,0.503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203490
409,Overall,2017-18,73,25,48,0.342,22.5,106.1,109.2,-3.0,0.126,1.19,11.1,0.101,0.234,0.165,9.3,0.52,0.548,0.257,101.03,0.133,382,811,5.2,11.1,0.471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626171
410,Overall,2017-18,48,22,26,0.458,32.4,105.5,105.4,0.0,0.063,0.61,4.9,0.045,0.173,0.111,8.0,0.489,0.539,0.311,99.11,0.125,390,889,8.1,18.5,0.439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204001
411,Overall,2017-18,79,23,56,0.291,21.2,106.0,106.0,0.0,0.085,1.54,13.8,0.089,0.213,0.15,8.9,0.626,0.656,0.156,96.93,0.119,255,430,3.2,5.4,0.593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203939
412,Overall,2017-18,70,51,19,0.729,15.2,105.5,105.9,-0.4,0.122,1.35,16.3,0.015,0.114,0.064,12.1,0.472,0.492,0.192,99.41,0.056,150,374,2.1,5.3,0.401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626181
413,Overall,2017-18,25,10,15,0.4,4.2,105.0,116.5,-11.5,0.026,1.0,6.7,0.071,0.127,0.096,6.7,0.5,0.5,0.119,96.4,0.032,11,26,0.4,1.0,0.423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627816
414,Overall,2017-18,82,24,58,0.293,30.0,102.9,109.8,-6.9,0.135,1.12,14.7,0.023,0.154,0.088,13.1,0.516,0.549,0.221,101.17,0.09,415,975,5.1,11.9,0.426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627752
