,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,VORP,YrsInLg,Player
0,25.0,75.2,23.0,1543.8,6.460000000000001,12.8,6.380000000000001,12.340000000000002,0.12000000000000002,0.46,2.68,3.8400000000000003,1.2199999999999995,1.2200000000000006,2.3999999999999995,5.28,1.72,0.54,3.4000000000000004,2.9599999999999995,15.620000000000003,0.5067999999999999,0.5204,0.192,0.5075999999999999,0.7242,0.5425999999999999,0.026399999999999993,0.3004,3.6999999999999997,3.3999999999999995,3.5600000000000005,20.04,2.24,0.8199999999999998,19.14,19.62,103.8,105.4,-0.18000000000000016,-0.44000000000000017,-0.6199999999999994,0.5600000000000002,2.0,Gerald Henderson
0,23.15,57.099999999999994,-1.05,854.5999999999999,5.535,13.640000000000004,5.55,13.475,-0.04,0.13000000000000003,5.1899999999999995,8.55,5.375,4.275,9.73,1.5099999999999998,2.03,0.5700000000000001,4.709999999999999,7.840000000000001,16.104999999999997,0.4281500000000001,0.4341,0.07195000000000001,0.42765000000000003,0.6237500000000002,0.49300000000000005,0.013550000000000003,0.6334500000000001,16.54,13.11,14.870000000000003,5.280000000000001,2.5300000000000002,0.8999999999999999,21.915000000000003,24.375000000000004,91.4,99.5,-4.195,-1.6399999999999997,-5.835000000000001,0.44000000000000006,2.0,Johnny High
0,24.0,43.4,2.1999999999999997,334.0,8.759999999999998,16.9,8.66,15.98,0.1200000000000001,0.9400000000000004,2.1000000000000005,2.0600000000000005,0.3800000000000001,1.2400000000000007,1.6399999999999997,2.88,2.4600000000000004,0.060000000000000026,2.1799999999999997,3.5,19.959999999999997,0.5516000000000001,0.5633999999999999,0.18880000000000002,0.5538000000000001,0.8034,0.5900000000000001,0.026800000000000046,0.13119999999999996,1.3399999999999994,3.120000000000001,2.4000000000000004,9.780000000000001,3.16,0.07999999999999996,10.36,22.219999999999995,118.0,107.0,-0.6400000000000002,-3.36,-3.9800000000000004,-0.26,2.0,Brad Holland
0,24.0,51.800000000000004,22.799999999999997,1526.0,7.1000000000000005,14.680000000000001,7.1000000000000005,14.580000000000004,0.0,0.12,4.440000000000001,6.22,3.64,5.38,9.02,2.0600000000000005,1.3199999999999998,0.36000000000000004,3.36,5.04,18.539999999999996,0.48420000000000013,0.4866,0.1332,0.4846000000000001,0.7048000000000001,0.5362000000000001,0.0058000000000000005,0.41679999999999995,10.559999999999999,16.46,13.34,8.08,1.6600000000000001,0.4,16.259999999999998,22.1,103.0,107.6,-0.38000000000000034,-1.46,-1.88,0.8200000000000002,2.0,Phil Hubbard
0,23.0,52.0,5.6,1040.8,4.36,10.820000000000002,4.22,10.04,0.05999999999999997,0.8,0.9400000000000002,1.0800000000000003,0.6999999999999998,1.0799999999999998,1.7999999999999998,6.819999999999999,0.9599999999999997,0.16,2.6799999999999997,2.8000000000000007,9.599999999999998,0.3904,0.4096000000000001,0.17339999999999997,0.3928,0.6344,0.4166,0.052400000000000016,0.09559999999999996,2.0600000000000005,3.3599999999999985,2.64,23.459999999999997,1.2200000000000002,0.21999999999999997,20.020000000000003,15.239999999999998,91.4,113.6,-3.76,-3.54,-7.32,-0.8400000000000001,2.0,Geoff Huston
0,26.0,73.4,1.7999999999999998,1288.6000000000001,8.059999999999999,16.26,7.999999999999999,15.860000000000001,0.020000000000000018,0.39999999999999997,4.66,5.76,3.0,5.1800000000000015,8.18,3.340000000000001,1.22,1.06,3.4199999999999995,4.160000000000001,20.72,0.4938,0.5052000000000001,-0.06860000000000002,0.4954,0.7966000000000001,0.5524,0.029400000000000003,0.34559999999999996,8.96,15.399999999999997,12.16,13.780000000000001,1.5800000000000005,1.68,15.8,25.440000000000005,106.39999999999999,103.19999999999999,0.7399999999999998,-0.5,0.2399999999999996,0.74,2.0,Abdul Jeelani
0,21.0,68.60000000000001,3.0,2388.2,6.860000000000001,12.32,6.659999999999999,11.68,0.19999999999999998,0.6600000000000001,4.46,5.6800000000000015,2.04,5.299999999999999,7.46,8.0,2.5599999999999996,0.54,3.9599999999999995,2.6399999999999997,18.360000000000003,0.5472,0.5628000000000002,0.24260000000000007,0.554,0.7826,0.6106,0.05140000000000001,0.4534,7.16,14.799999999999995,11.36,28.3,3.38,0.8599999999999997,20.919999999999998,20.999999999999993,115.60000000000001,99.60000000000001,4.9,2.8400000000000003,7.719999999999999,5.96,2.0,Magic Johnson
0,24.25,76.3,18.15,1729.25,5.635000000000002,12.53,5.81,12.58,-0.17999999999999994,-0.04500000000000001,3.0649999999999995,3.65,2.5,4.654999999999999,7.179999999999999,6.640000000000001,1.825,0.495,3.575,3.370000000000001,14.159999999999998,0.4492000000000001,0.47025000000000006,0.04295000000000007,0.44265,0.7967500000000002,0.5028999999999999,0.0009000000000000327,0.2965,7.45,14.024999999999999,10.665,25.599999999999998,2.465,0.94,19.475,19.790000000000003,102.5,103.7,-0.2549999999999999,1.275,0.9950000000000001,1.07,2.0,Vinnie Johnson
0,27.0,67.60000000000001,14.799999999999999,1138.8,4.48,9.179999999999998,4.56,9.399999999999999,-0.059999999999999984,-0.10000000000000012,1.7399999999999993,2.8199999999999985,3.16,5.659999999999999,8.82,1.7200000000000002,1.1400000000000001,1.48,2.28,3.4800000000000004,10.72,0.4798,0.48,0.22700000000000004,0.47759999999999997,0.6156,0.5058,-0.008400000000000005,0.29640000000000005,9.62,17.319999999999993,13.44,6.2799999999999985,1.48,2.28,18.159999999999997,14.38,99.6,104.8,-2.36,0.82,-1.54,0.3400000000000001,2.0,Major Jones
0,23.2,52.9,8.4,1366.75,8.279999999999998,17.54,8.194999999999999,17.18,0.03999999999999995,0.3350000000000005,3.99,5.45,3.37,3.8800000000000017,7.330000000000001,2.815,1.93,1.2650000000000001,3.8899999999999992,4.719999999999999,20.494999999999997,0.4732,0.48229999999999995,0.13885000000000003,0.47425,0.7491000000000003,0.5166,0.01745,0.30250000000000016,10.09,11.879999999999999,11.025,11.875,2.455,1.88,15.904999999999996,26.145,99.15,106.05,-0.17,-0.6300000000000001,-0.6949999999999996,0.5750000000000001,2.0,Greg Kelser
0,28.133333333333333,22.866666666666667,3.733333333333333,274.8666666666667,4.753333333333335,14.733333333333334,4.280000000000001,13.08,0.4733333333333333,1.6733333333333331,2.8266666666666667,3.3733333333333326,1.1533333333333333,3.873333333333333,5.013333333333334,4.58,1.173333333333333,0.16,4.253333333333333,5.706666666666667,12.75333333333333,0.32560000000000006,0.3318666666666667,0.08939999999999995,0.34859999999999997,0.7709333333333334,0.4035333333333334,0.15019999999999994,0.23546666666666666,3.553333333333333,10.966666666666665,7.28,17.446666666666665,1.3800000000000001,0.33333333333333337,20.03333333333333,22.360000000000003,79.13333333333333,111.73333333333333,-6.926666666666667,-2.746666666666667,-9.673333333333332,-0.4333333333333333,2.0,Irv Kiffin
0,23.7,30.1,2.0,268.5,4.9799999999999995,8.79,5.240000000000001,9.120000000000001,-0.23999999999999996,-0.32999999999999996,4.78,9.21,6.18,11.85,18.05,1.95,0.75,-0.020000000000000018,1.96,8.75,14.5,0.5505,0.5587000000000001,0.010999999999999996,0.5410999999999999,0.6454,0.5560999999999999,-0.015200000000000005,0.8369000000000001,20.240000000000002,36.48,29.090000000000003,7.3,1.0,0.2899999999999996,12.95,16.880000000000003,117.2,105.9,-1.7800000000000007,-4.15,-5.940000000000001,0.16999999999999998,2.0,Carl Kilpatrick
0,23.0,78.4,18.400000000000002,2433.8,4.860000000000001,9.2,4.659999999999999,8.499999999999998,0.24000000000000002,0.6000000000000001,2.84,3.92,2.8600000000000003,6.52,9.36,2.14,1.26,0.28,1.8399999999999996,3.5199999999999996,12.860000000000001,0.5307999999999999,0.5342,-0.043800000000000006,0.5414000000000001,0.7160000000000001,0.585,0.05340000000000001,0.42839999999999995,8.380000000000003,20.14,14.100000000000003,8.080000000000002,1.7000000000000002,0.5600000000000002,14.16,14.36,115.2,100.2,0.6799999999999998,2.1999999999999997,2.96,2.88,2.0,Reggie King
0,24.0,13.4,1.0,78.3,5.46,13.770000000000001,5.46,13.910000000000004,0.0,-0.13999999999999999,5.67,6.0,3.79,6.74,10.48,4.07,-0.1499999999999999,2.99,3.47,3.120000000000001,16.51,0.4117,0.4077,0.0,0.4117,1.2393,0.5121,-0.0126,0.5241,10.45,19.71,15.070000000000004,16.65,-0.31000000000000005,4.36,16.16,21.2,107.2,106.9,-1.5100000000000016,-0.14000000000000012,-1.6300000000000017,0.0,2.0,Arvid Kramer
0,21.95,77.9,1.6499999999999986,1964.0,5.694999999999999,11.040000000000001,6.084999999999999,12.044999999999998,-0.46499999999999997,-1.0050000000000001,3.045,3.5300000000000002,1.035,2.195,3.11,7.62,2.4000000000000004,0.545,3.605,3.57,13.909999999999997,0.50925,0.5126,0.13240000000000002,0.49215000000000003,0.8226,0.5492500000000001,-0.07164999999999999,0.3309500000000001,2.9650000000000003,6.525000000000001,4.695000000000001,28.169999999999998,3.1,0.8100000000000003,22.020000000000003,17.235000000000003,107.0,105.7,0.20000000000000007,0.09999999999999998,0.29999999999999993,1.165,2.0,Allen Leavell
0,23.0,49.8,-0.20000000000000018,875.0,4.54,10.719999999999999,4.62,10.440000000000001,-0.05999999999999994,0.38000000000000006,0.74,1.0800000000000007,1.28,1.92,3.1799999999999997,2.879999999999999,1.26,0.18,2.24,1.96,9.76,0.4366000000000001,0.45160000000000006,-0.07959999999999998,0.42719999999999997,0.7422000000000001,0.44540000000000013,-0.0017999999999999891,0.13899999999999998,4.18,6.0200000000000005,5.039999999999999,11.6,1.7000000000000004,0.22000000000000003,15.780000000000003,15.82,90.6,109.39999999999999,-3.44,-0.9400000000000004,-4.379999999999999,0.01999999999999999,2.0,Ollie Mack
0,23.46666666666667,43.2,12.266666666666666,801.8666666666666,3.613333333333333,6.246666666666666,3.4533333333333336,6.093333333333334,0.17999999999999994,0.11999999999999988,1.606666666666667,2.4666666666666663,2.0066666666666673,5.006666666666667,7.1066666666666665,2.3866666666666667,0.7666666666666665,0.38666666666666655,1.9666666666666663,4.553333333333333,9.0,0.5457333333333334,0.5513333333333332,0.11606666666666665,0.5568666666666666,0.6320000000000001,0.5774,0.01886666666666667,0.3901333333333333,5.700000000000001,15.780000000000001,10.606666666666667,8.866666666666667,1.0733333333333333,0.5066666666666667,20.826666666666668,10.573333333333334,109.4,109.4,-2.2199999999999998,-0.19333333333333313,-2.446666666666667,0.21333333333333332,2.0,Steve Malovic
0,24.46666666666667,36.0,0.0,660.9333333333334,5.453333333333333,11.593333333333332,5.453333333333333,11.593333333333332,0.0,0.0,2.326666666666667,2.78,4.3533333333333335,5.053333333333334,9.32,0.5666666666666668,0.38666666666666655,2.453333333333333,3.1133333333333333,8.66,13.206666666666669,0.4781333333333333,0.4784666666666666,0.0,0.4781333333333333,0.7954,0.5116666666666667,0.0006666666666666666,0.22373333333333345,13.120000000000003,16.279999999999994,14.473333333333334,2.3533333333333326,0.48666666666666647,4.16,20.540000000000003,17.866666666666664,98.73333333333333,105.66666666666667,-3.1133333333333324,-0.7600000000000003,-3.906666666666666,-0.020000000000000018,2.0,Paul Mokeski
0,23.0,71.60000000000001,19.8,1803.1999999999998,4.9799999999999995,10.840000000000002,4.7,10.200000000000001,0.26000000000000006,0.6399999999999999,5.6,6.82,3.1,4.3999999999999995,7.380000000000002,3.2399999999999998,1.5,0.52,2.6,1.6399999999999997,15.72,0.453,0.45480000000000004,0.012800000000000006,0.46679999999999994,0.8488,0.5696,0.0684,0.624,9.719999999999999,12.840000000000002,11.34,11.5,1.98,0.7999999999999999,15.360000000000003,18.479999999999997,115.19999999999999,102.4,1.3,0.49999999999999994,1.8599999999999999,1.9600000000000002,2.0,Sidney Moncrief
0,24.0,67.8,30.8,2294.3999999999996,7.960000000000001,16.12,7.920000000000001,15.98,0.04,0.08000000000000004,3.2600000000000007,4.64,3.14,5.38,8.479999999999999,2.4800000000000004,1.5600000000000003,0.44000000000000006,2.44,2.62,19.300000000000004,0.49459999999999993,0.49459999999999993,0.3470000000000001,0.49600000000000005,0.7016,0.5284000000000001,0.006000000000000002,0.27819999999999995,9.22,15.719999999999999,12.36,10.36,1.98,0.76,11.700000000000001,22.2,108.19999999999999,102.80000000000001,1.2600000000000002,0.38000000000000006,1.5999999999999999,1.7199999999999995,2.0,Calvin Natt
0,23.4,33.46666666666667,21.333333333333332,699.4666666666667,4.966666666666667,11.5,5.140000000000001,11.713333333333335,-0.17333333333333334,-0.21333333333333332,0.8866666666666669,0.8866666666666667,2.233333333333334,6.74,9.006666666666666,0.8466666666666669,0.5133333333333333,1.7999999999999998,2.1933333333333334,6.606666666666666,10.733333333333333,0.4361999999999999,0.4483333333333333,-0.016666666666666677,0.4258666666666666,0.7448000000000001,0.44826666666666676,-0.026466666666666666,-0.054066666666666735,6.786666666666666,20.793333333333337,13.773333333333333,3.393333333333334,0.64,2.6866666666666665,15.333333333333334,15.639999999999999,86.86666666666667,110.6,-5.246666666666667,-0.6666666666666667,-5.859999999999999,-0.4,2.0,Sylvester Norris
0,23.0,64.80000000000001,10.4,1553.0,6.480000000000001,13.700000000000001,5.96,12.28,0.44000000000000006,1.4,1.4600000000000002,2.0000000000000004,0.5599999999999999,1.8800000000000003,2.44,3.839999999999999,1.54,0.08000000000000004,2.5,2.1199999999999997,14.820000000000002,0.47100000000000003,0.49059999999999987,0.10000000000000002,0.4918,0.7468,0.5082,0.1208,0.13119999999999993,1.6800000000000002,5.720000000000001,3.6999999999999993,14.140000000000002,2.0,0.15999999999999998,13.8,19.060000000000002,101.8,108.39999999999999,-1.5000000000000004,-1.6999999999999997,-3.2400000000000007,0.3999999999999999,2.0,Jim Paxson
0,22.95,60.95,8.05,869.75,4.585000000000001,9.915,4.57,9.759999999999998,0.015,0.17500000000000002,1.6550000000000002,2.7550000000000003,3.1849999999999996,6.3900000000000015,9.575,1.8150000000000002,1.0450000000000002,1.795,2.81,5.505,10.915000000000001,0.4540000000000001,0.4639500000000001,0.005599999999999994,0.4565500000000001,0.6199,0.48640000000000005,0.028050000000000005,0.29584999999999995,9.825000000000001,18.775,14.349999999999998,6.215,1.3549999999999998,2.97,20.069999999999997,15.105,94.9,104.5,-2.8899999999999997,0.9299999999999999,-1.9400000000000008,0.010000000000000064,2.0,Wiley Peck
